,tweet
3927,"Muitas vezes tentei fugir de mim, mas aonde eu ia eu tava kkkkkkkkkkkk"
3928,"15.52 de média I made it Licenciado E... Desempregado Siga ent, mestrado"
3929,"na maioria da vezes quem agente gosta, não gosta da gente da mesma forma."
3930,Kkkkk vcs hein
3932,Diva que tem a cabeça na sensatez enquanto outras tao com a cabeça enfiada dentro do forno
3934,Euzinha
3935,como eu consegui perder o controle da tv se ele tava na minha mão ????!?!!
3936,Essa sou eu vendo memes na internet para passar a vontade de chorar. Amo memes.
3937,kkkkkkk auge mano
3938,ficar presa em elevador é horrivelll!! lugar pequeno deus que me livre
3939,meu deus que linda sofro
3940,n aguento ☝ dia praticando esporte sedentária
3941,sim LKKKSKSKKSKSKD
3942,Que Ogum te fortaleça e nossa mãe Iemanjá te acalente nesses dias difíceis!!!😢
3943,me encontro muito feliz a caminho de minas
3944,O teu sorriso quase acabou cmg 🎶💗
3945,O Fábio de hoje não colocaria a primeira opção 😂😂😂
3946,Partiu
3947,fiquei 2h tentando escolher uma armação pro meu oculos aff
3948,qualquer semelhança com o @Alex10 é mera coincidência
3949,Achei q eu ia cair dura no campeonato de Crossfit hj 😓
3950,a Vale deve ta investindo mais em marketing do que em recuperação ambiental
3954,aquela eu ja nao gosto muito nao k
3955,Eu O verdadeiro motivo dos meus relacionamentos nao darem certo
3956,Meu dente tá branquinho 😍😍😍😍
3957,Minha mãe me passou o endereço errado ainda perguntei ela antes de chamar o Uber se era esse msm ela falo que sim vim parar na pqp a direita
3958,"R$ 5,00 o ônibus Metropolitano Credo"
3959,Nf pitel seu panqueca
3960,Tô dentro de um ônibus que eu nem sei o número espero que pare lá em Justinópolis
3961,ai te amo
3962,se aquela garota falar mal da minha matéria eu vou entrar lá e socar ela
3963,se luana e minha mãe não comprarem meu biscoito eu vou chorar três dias
3964,👏👏👏👏👏 É o nosso Presidente
3965,Gosto é do caos que meu amigo faz
3966,minha filha?? sai preconceituosa
3967,Quebrei
3968,No céu do seu cu dçr
3969,ela e o joão terminaram
3970,"dei um soco em @BrenoCardoso07  q machucou a boca dele, desculpa amo sz"
3971,"Eu toda?? Tava feliz demais de ver um filme lindo e vêm uma porra dessas me estragar a noite, qual o prazer de passar vergonha??"
3972,"Obrigadíssimo, parte 2"
3973,Desse jeito kkkkkk
3974,"Só uma caipirinha agr, mo vontade de beber"
3976,Fico agoniada assistindo águas rasas pqp
3977,Meu celular novo não carrega aaaaaaaaaaa
3978,É 100 cara
3979,Tu me disse que nao ia
3980,"Exato. Quanto mais argentino se fuder, melhor"
3981,O Messi tá passando mais tempo reclamando do gramado do q acordado em campo
3983,"MANO NUNCA TENTEM IR NA FJ SO PRA PEGAR ALGUEM, VC NAO APROVEITA ND, TEM Q FICAR CUIDANDO DA MAQUIAGEM, CABELO,... FJ É PRA SE DIVERTIR, SE QUISER PEGAR, PEGA MAIS SE DIVERTE ACIMA DE TD GALERA"
3985,Acho que os jequiti
3988,Tá na dúvida. Irmal ? Kkkkkkkk
3989,AAAAA OBG OBG XARÁ 💗💖💘💕💓
3990,A vida n tá nada mole
3991,eu pensava q era um mousepad mario..
3992,Ñ sei se eu durmo ou se
3993,eu fico com dor de cabeça e se eu insistir e ficar muito tempo começo a ficar com enjôo sofro
3994,O microfone da rádio continua ai?
3996,Com os dias passando rápido diminuir a ansiedade
3999,Ranço desses cara que arromba a porta de ônibus 🙄🙄
4000,"eu nem fico mais discutindo, quer discutir.. discute sozinho aí que eu vou tomar um café, flw"
4001,"como pode ser bonito, inteligente, ter um coração enorme e ainda dar atenção????????"
4002,"nossa kkkk amas deve ser top, aqui eh verão o ano inteiro mas eu gosto tbh"
4003,E a que mais tem chance de título
4004,eu acho o jeitinho da summer tão bonitinho
4005,Pega minha ex e para de falar cmg  Esse povo da barra e uma comédia kkkkkk
4006,Exemplo de mulher perfeita
4007,Justiça feita 🙏🏼
4008,Sem palavras pra esse documentário
4009,Meu pau é igualzinho
4011,Champions ésta vez te fallo
4012,"o seu está tão precioso, to apx 💘💗💖💕"
4014,mentira vo sim😜
4015,só queria 100 mil reais na minha conta agora
4017,E as aulas?
4018,ou o Lautaro ou o Aguero.
4019,"fico um fds sem ver o Lucas já fico com saudade, graças a deus a maioria dos fds eu to com ele"
4020,lula achava divertido mentir e contava como ridicularizava o Brasil inventando estatísticas assustadoramente depreciativas sem o menor constrangimento.Humilhante!
4022,"O livro que sempre desejei ler estampado na vitrine da livraria e o Pablo me ignorando pra não comprar. Casem, é ótimo! Kkkk"
4023,so vc
4024,Os militares estão envolvidos c/ crime orgnzd até o pescoço. O cara era todo endividado e foi vender 40kg de cocaína no estrangeiro? Será q nenhum superior ajudou ele a entrar com aquela qtd de droga no avião? É isso que a guerra às drogas gera: corrupção dos agentes de segurança
4025,"Tava aqui pensando em como a maioria do imaginário que a gente de um acidente são de filmes/dramaturgia em geral que sempre rola aquele suspense, aquela trilha. Quando presenciamos algo do tipo acontecer é um vazio meio estranho e irreal de não acreditar que aquilo tá acontecendo"
4026,Fui super grossa com o Thiago e o menino só queria fazer o trabalho de português
4027,queria sair mas só tenho amigo velho
4029,e eu achando que não tinha tanto azar assim kkkkkkkkjjj só rindo do fracasso  é fracasso atrás de fracasso ate qnd eu vou aguentar? n sei
4030,Nossa que gata senhor
4031,to fudida nessa prova
4032,"CARALHO, fiquei até com medo agora 😱"
4033,nunca mais ando na garupa com o Luan KKKKKKK
4034,minha nossa emagreci 4 Kg em praticamente um mês
4035,kibei na cara dura (tédio)  vcs me consideram tóxica ou clean?
4036,não existe *UMA MULHER* que n desenvolva ódio dos homens depois que pega um bus lotado.... SERÍSSIMO
4037,"Impressionante como hoje foi merda !!! Só teve uma coisa boa, mas mesmo assim... E amanhã é sábado e eu aqui, alguma coisa tem que me salvar 😴😴😴"
4038,meu deus o cheiro de riqueza que essa foto tem
4039,lui concorda só não quer admitir
4040,esse momento é todo meu... e eu só sei chorar
4041,"MANOKKLLLLLLKKK O FABRICIO BOTOU A MINJA NOTA ERRADA POR TRÊS PONTOS  EU TIREI 8,6 NA P2 E ELE LITERLAMENTE BOTOU QUE EU TIREI 5,6"
4042,3 dias pedindo pra minha mãe tomar açaí cmg e ela n quer  Cansei de ser trouxa  Aleguem me chama pra ir
4044,Vou arrumar a casa agr🙄
4045,Vem pra cá
4046,Também sou hype!!
4048,Já usei os dois mas hoje uso só óculos
4049,uma informacao legal tbm seria colocar o mvp a pagina e mt boa
4051,triste sem meu celular pq o carregador quebrou ontem e ele tá desligado desde ontem e só vou ter meu carregador amanhã
4052,voce e simmmmm aceita
4053,estou muito sem paciência ultimamente e isso é péssimo
4054,Crlh estou até agora rindo do buraco q fiz no cabelo da minha tia kkkkkkk
4055,🍊🍊do PS🍊L.....kkkkkkkkkk
4056,Boa noite Guerreiro
4057,Sim mana
4059,Minha Cuma trouxe mina afilhada
4060,Aooooooooo  Aí eu vi vantagem! 😋
4061,"Tive grande participação,bjos"
4062,"Só moscas e melgas, putas"
4063,"quenhé que ta chamando pra conversar, garota eu ein chamei o matheus, intrometida KKKKKKKKKKKKKKK"
4065,TUA CARA
4067,Aí quero ir logo pra vp
4069,Eu nunca surto
4070,O treesss ?
4071,Eu fico triste pq tem gente que é mais bonita pessoalmente que por foto e eu sou um trilhão de vezes mais feio pessoalmente
4075,date c minha mãe: pizza + netflix = mto amor
4076,O tanto que eu chorei hoje no consultório não tá escrito
4078,Sextou desenhando e organizando meu quarto
4079,PUTA QUE PARIU MEU ENTERRO CHEGOU ADEUS
4080,cara kkkkkk editar video é mt engraçado
4081,"Coitada,  sabe de nada nao"
4082,Tomara que exploda
4083,"sextou só pra quem pode, porque eu não posso 😐"
4084,Eu uso cobertor 👍
4085,Concordo com sua afirmação.
4087,"Leandro ,o jeito é voltarmos paras a cavernas e recomeçarmos"
4089,Aí gente eu só dou vacilo com as pessoa kkkkkk mas juro q é sem querer
4090,Pra onde
4091,As fotos ficou babadooooooo😂😂😂♥️
4092,"Daqui a pouco aparece o pessoal do mimimi dizendo que o Flamengo comprou o STJD, que comece o choro"
4093,"Tô mt comportada,q isso"
4094,Queria só um cachorrão
4095,mas to mtmtmt cansado porque não dormi nada de noite
4096,"Milo, content de te rencontrer."
4097,Qr atenção cr ? Falou merda 👍🏼
4098,quem quer ser meu amiguinho? eu pago um salgado.
4099,"Claro véi, quem não flertaria com você?"
4100,Como a gente percebe?
4101,meu deus que medo
4102,Mtt foda!!!!
4103,Então que não entrasses🥵
4104,achei q fosse bug da ligação do jungkook mas agora recebi uma do jimin e nem completou INFERNOOOOO
4105,Nervoso dessas notas aí
4106,como formata essa xibata manualmente ?
4107,a camera tava focando na hyujin  pro quarto lugar e foi a heejin meu pai-
4108,O jogo é amanhã 8 horas da manhã e o treinador até agora não mandou a convocação tá certo 👍🏻
4109,Isso tem q ser fic meu deus eu sei q tu me sondas
4110,apareciste
4111,@analiviaturazzi finalmente a ícone dos trabalhos foi reconhecida
4112,a minha avó manokkkkkkkkkk?????? (isso são risos de nervo)
4113,assistir um filme e dps meu namorado Caio Castro na novelinha q eu gosto
4114,"alguém me empresta uma coroa e luvas de festa, pfff é importante"
4116,O blusão novo que minha vó me fez é tão quentinho 🥰🥰🥰
4117,hoje eu só queria um abraço da ed :(
4118,Já vou lá ver
4119,Eu vou salvando tudo! 😂😂😂
4120,Sai de casa com 33% de bateria e não estou levando o carregador 😕
4121,Cachorrada do caramba
4123,P     R          E            C               I                 S                    O                      DE         UM EMPREGO
4124,Kkkkkkkkkkkkkkkkkkkkkk GABRIELLLLLP QUE ÓDIO
4125,"eu to sem tempo mas assim que comprar as coisas vou fazer, aceito ajuda kkkkkkkk"
4126,Kkkkkkk ainda bem que ñ sofro mas disso kkkkkkk
4127,isabella tá tóxica vo termina
4128,A maior parte da tinta ficou na tua mão pow kkkkk
4130,"Valoriza meu ciúmes, porque se ele for embora o amor vai junto."
4131,Pois é...
4132,"Cara, eu saí de casa ela tava malzão lá. Vomitando e com febre. :/"
4133,To tiltando mt no site
4134,Deus é muito top
4135,"E se vc ficasse rico, me daria uma caixinha, né?! 😂😂😂😂"
4136,Qual seria a tua pessoa?
4137,"sim guria, agora que chegou em cima do dia me deu vontade de ir tambem kkkk"
4138,o bom de não ser chamado pra role é que eu não preciso furar
4139,o menino lá se agarrando com outros e eu em casa chorando INFERNO
4140,"Porque afinal de contas, as pessoas que trabalham em qualquer lugar, devem representar acima de tudo os valores daquela instituição. Dentro e fora do ambiente de trabalho. E ter um ministro de uma potência econômica como nós, dando esse tipo de declaração PÚBLICA +"
4141,O Ministro Barroso é um dos únicos Ministros do STF que tem bom senso.
4143,"To me sentindo MUITO feia hoje, senhor"
4144,"mentira, você tem medo daqui"
4146,Realmente n to pronta p me entregar 100% p uma pessoa e sair machucada...
4148,quero trocar de pack mas eu mesma vou fazer dessa vez
4149,EU VOOO CHORAAAA
4150,obrigada anjinho 💕
4151,Até agora me perguntando como que eu voltei com 5 sacolas pra casa
4152,NÃO SEI AUSHAUAUAUA
4153,Nem um contatinho p chamar p sair sei lá beber um suco
4154,restos de lixo civil mbb
4156,Novembro
4157,tpm é aquele negócio que aumenta a raiva o choro e o tesao ne
4158,"gosto mt de ver as pessoas pagando com a própria língua, gira mundão. 💃"
4159,"desanimei pra amanhã, vou nem no if e eras isso bjo amigos"
4160,Sem condições de amor
4161,acho incrível que voce me odeia mas odeia com convicção mesmo
4162,se iludir é de graça
4163,"Foda velho,mas pelo menos aparece pessoas melhores no futuro 😊"
4164,Eu amo roupas na cor mostarda/amarelo queimado/caramelo. 🧡
4165,Eles passarão.
4166,Parabéns lindaaa
4167,Aqui reunida com as migas comendo coffee break e com vontade de chorar
4168,"Óbvio que ia, já estava a prever isso!"
4170,Eu achava que estava afim de uma garota mas acho que é por um coala
4171,certo que vou encontrar muito gente que conheço no fogo na ilha kkkkk
4172,NÃO APAGA!!!! >:(
4173,voceeeee!!
4174,Impressionante como eu não ouço quase nada daí
4175,"Tem homem que não se toca né, dá um time"
4177,POR VOCÊ? EU SOU.
4179,Preciso transar até transpirar toda a tristeza que tô sentindo
4180,"n pq vc eh chato, next"
4181,eu n sei pq que eu fico tão mal com coisas bobas
4182,PQP PORRA! Sem saber o que essa figura insignificante quis dizer com essa pseudo pesquisa pois quem eleito de carona além do pai preso por corrupção e roubos que moral ou espaço para falar da maior e mais poderosa autoridade do país? Por que não te calas PORRA?Enche o saco Ô krlh
4183,caralho que vontade de sair daqui alguém me segura
4185,que qualidade dessa seleção da Colômbia
4186,ala a perfeição em pessoa
4187,Aí fofas
4188,E inclusive existem mulheres que não tem útero
4189,apoio 100%
4190,quem quiser ser meu amigo a hora é essa pq dps q eu ficar rico vou mandar todo mundo tomar no cu
4191,"Mentiroso , eres pura falacia"
4192,Kkkkk vc trabalha numa empresa que não te paga direito cheia de incertezas aí recebe um convite pra trabalhar numa multinacional ganhar mais e ter vários benefícios... Duvido fdp que vc não pediria demissão e não ia trabalhar na multinacional kkkkk vão perder o @Pedro9oficial
4193,Ganhei um urso do tamanho da Grazi 🥰
4194,Sou sua fã garota.
4196,vê se não é a patinha dele
4197,Jamais kkkkkkkkk
4198,agr entendi foi porra nenhuma
4199,nao msm
4201,"Porra cara o pior é que se for ver isso aí é meio que um bait, se vc for nós comentários mais antigos da pra ver que o perfil não é de direita"
4203,comi bebi transei e não gastei nada
4204,Banho pós praia revigora
4207,Aiaiai viuuuuu
4208,"Na mesa tive 20 e mais, no quadro tive 30"
4209,ate agr ele nao fez nada de muito fudido
4210,Te amo saudades
4211,queria ver ela esse final de semana tá
4213,Pedi um xis e agr que me lembrei q estou de dieta 🙄
4214,Vir até o vale pra só assinar a chamada é o fim
4215,nao acredito que o pior foi o A.m pra vc amg.. e o da anitta na fespop 2016?
4217,vamo hj e amanhã
4218,obrigada ❤️ já fui atendida
4219,xuxa verdad k soy xilena perd0n
4221,Ai tô tão ansiosa ahhhhhhhhhh
4222,"Sorte seria se vc tivesse ficado 35 isso ss e sorte, se vc se esforço vc merece"
4223,"Menor, pprt... to bolado até cntg, pprt 🤬🤬🤬"
4224,"eu sempre falei super abertamente sobre a minha sexualidade com os meus AMIGOS, e agora todos têm confiança pra falar sobre isso comigo.  hoje uma amiga, veio pra mim mostrando o quanto ela tava feliz de estar conseguindo se assumir aos poucos p família dela"
4225,E AGORA VOHT EEU QE MUSAR DA RPACK
4226,Tem a 30 de tripé se tentar volta de ré nosso bonde é tiroteio 🎼
4227,Sextooou com febre 😩🤒
4228,Sinônimo de bairro nct
4229,Carmelo Anthony
4230,homem tem que acabar
4231,"“a mAs lA No JapÃum cOMe CachORrO, VucEis NuM Tem dÓ” CALA A BOCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAANUMAGUENTOMAISISSOOOO"
4232,dmckxnfkcdj nem sei o que falar mds
4233,Pelo fim do grr 201*
4235,gente eu só faço merda vou me cancelar
4236,Kkkkkkk cara sério não existe melhor que nos! Te amo 🥰❤️
4238,VÉIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
4239,"posso ter mil milhão de motivos pra te dispensar, só que tem um motivo safado que não tá deixando eu te deixar"
4240,"queria ter o coração de pedra e não me apaixonar. ser frio como gelo, assim não ia me decepcionar, mas sempre eu confio, me entrego em uma relação.. não sou como você que diz que ama só por diversão"
4241,Vai voltar anjo
4242,"Antes de amar meu bem, testa esse amor em mim…"
4243,isto tem q acabar.
4244,Só verdades...
4245,amo ❤ promete que vai me deixar ficar em silêncio sepulcral quando eu tiver irritado?
4247,só acredito vendo rsrsrs
4248,daqui 24h a Alícia já vai estar aqui 😍🤧
4249,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
4251,"""Vindo das minhas colheiras nada mais agrada"""
4252,inglês
4254,O que é isso
4255,atualmente estou uma bola
4256,Torrar o resto que eu tenho com wisky amanhã o Deus faz eu parar de beber
4258,Meninas que querem abraçar o mundo com as orelhas
4260,Estratégia
4261,ai amiga... demais
4262,tô morta de cansada e nem limpei a metade da casa
4264,"minha mãe e meu padrasto bebendo horrores c seus amigos lá embaixo e eu com o som alto no quarto, sextou"
4265,só queria um chiquinho sorvete
4266,"Macarrão p mim e vida tudo é ele p mim, tô nervosa é ele, tô com ansiedade é ele tô feliz é ele p comemorar"
4267,Amanhã a gente realiza
4268,alguém pfv diz pra ele parar de chamar meu cabelo de juba 🙄
4269,Ok ACABEI de mandar.uma dm pedindo emprego pro Justin Baldoni é isso
4270,já to é passando kkkkk
4271,😂😂 cara para de especular isso tem nada a ver.
4272,eu: leticia: TA MAS QM É? É A KAILAINY?
4273,Best mais bnt não há
4274,Alguém me manda??
4275,"Não é questão de ser macho, esse babaca é um cara público, ñ pode sair atacando os outros assim.  Me chamando de vagabundo do nada, você viu meus comentários tentando explicar pra quem não entendeu o meu posicionamento? Ele me deu um ataque gratuito e com isso traz consigo (...)"
4276,Ridículos....
4279,Mantém
4280,Colômbia começou o jogo amassando
4281,Nais nois
4282,COMO ASSIM MEU PAI
4283,Ei cara kkkkkkkkk
4284,meu deus q vergonha marcaram 19:30  e eu to saindo de casa agora desculpa amizades
4286,Kkkkkkkk que fase hein eu também tô desanimada nem vou sair vem aqui
4287,"eu tô pronta pra pegar meu primeiro exame e a ponto de surtar por isso, 7 semestres com desempenho excelente pra morrer em imuno II"
4290,a gente divide o trono entao???
4291,Não pode fazer isso
4292,Vamos Brasil  #VoleiNoSporTV
4293,"Hahahaha, melhor sugestão"
4294,nossa escrevi tudo errado quero beber
4295,ISABELA VOCÊ É DOIDA
4296,"Que matéria show de bola, vcs são demais veja sendo a veja"
4297,sdds de conversar cmg ne eu sei pera vo baixar
4298,Estava na hora já
4299,cansada da vida
4300,E a tita?
4301,EAI SUA GRAVIDEZ GOSTOSA
4302,vcs são de níveis maiores que eu???? como que vcs iam ser minhas aprendizes
4303,migo kkkkkkkk vc é loko igual eu parabens
4304,Ta tudo bem anjinho?
4305,Ta aonde
4306,vou começar a tirar umas fts
4307,Contras vencem por motivos de sem dinheiro e preciso descansar que trabalho o dia todo amanhã e quero sair de noite
4309,Não entendo por que @Milenasantiago  não pode me responde de forma amigável no wpp
4310,Queria saber pq que quando o aroldo me pergunta quanto é 1 + 1 eu n sei responder
4311,eu: nao vou tuitsr essas coisas eu tambem: *tuitando as coisas*
4312,Você não fica nem verde em falar mentiras....pesquisa rapaz....
4314,"Ouvi mano, achei legal, mas to no Bruno Rosa kkkkk"
4315,As vezes as pessoas te odeiam pela forma como os outros te amam
4318,eu to de boa e do nada na minha cabeça DOENTE DE AMOR PROCUREI REMÉDIO NA VIDA NOTURNA
4319,"Mesmo com toda imprensa contra, meu presidente triunfa! Glória a Deus! 🙌🙏🇧🇷"
4321,Toda sexta-feira tá tento combate isso q eu goxtoooo
4322,Ahora o numca
4323,Messi/James completamente opostos em seleção/clube 😲
4324,"Sextoou com o meu amor e os amigos que eu gosto, foda - se"
4326,Detalhes
4328,Lucia e Natalia são realmente duas falsinhas 😤😤
4329,Exatamente??!??!???
4331,Vai ter que puxar na ✋🏽
4332,o que foi paulinho?
4333,Que doído
4334,#voleinosportv Largadinhas em time com o volume de vôlei da França é suicídio e nós aqui no sofrimento😥😥😥
4335,Que frio é esse aqui de Betim crlh
4336,e o miguel que me mandou mensagem falando que quer me ver no canta barão e ainda mandou uma foto que tirei com ele na escola ano passado 🥰😭🥰😭🥰
4337,ok me acalmando
4338,isso é novidade pra mim tbm
4339,Meu cabelo é mt pesadoooo
4340,vc é sensata tanto quanto é linda
4341,cocaína KKKK eu gosto da de maracujá ja provo LKKKKKKKKKKJK
4342,Pq?? Kkkk  Eu comecei a recém e to amando kkkkk
4343,tem umas figurinhas no wpp q eu dou trela de rir
4344,A que mala onda
4345,Vasco
4346,Foi até antes sksk
4347,eu to  com fome mano
4348,Ai sofro
4349,"Sabe aquele passarinho? Que eu já falei a muito tempo atrás? Então talvez ele tenha que sair novamente, mas vocês sabem que ele sempre volta"
4350,"depois que eu entendi a situação dela eu fiquei com um pé atrás mas jamais daria hate nela por isso, o pessoal tem que deixar disso de que se a pessoa errou uma vez ela é cancelada, se a pessoa errou ela tem que ser conscientizada sobre o erro e não apedrejada"
4351,Eu tenho um melhor amigo lindo
4354,obrigada ícone
4355,OIE pera mural?
4356,aaa miga fico feliz por você ❤❤❤❤
4357,segui e em menos de 1 minuto seguiu de vlt KKKKKKKK odio
4358,"Eu amo demais a Analice mano, meu coração até doi de saudade"
4359,Estou pensando se bebo ou não
4360,Quero saber pq não chegou aqui ainda 🤦😂
4361,so as brabasssssss
4362,To precisando de vitamina c   Carinho e cafuné
4363,Vou corta o cabelo só amanhã 😡😡😡😡😡
4364,Hoje eu tô cara kkkkk  Deus me livre
4365,TE AMO MAIS
4366,Ai ********** ***** você já tá me enchendo!
4367,"Tá faltando só @oatila, biológico e pesquisador rs"
4369,sim??? sem dúvidas mo
4370,"verdade, tem que ser positivo e apoiar até o fim! foco dh agr"
4371,"#VoleiNoSportTV ""FiiiiicaNoBloqueio"", adoro quando ouço isso!!! Waldomiro de Pindamonhangaba"
4372,nossa muito! obrigada pelo reconhecimento 🥴
4374,acho q vou ficar sem rede social/internet durante uns 3 dias
4375,Nem isso me acalma
4377,Satanáries gosta de ganhar os processo tudo.
4378,foi por pouco 🥵
4379,salgadinho de festa é bom d+
4381,como cê vai amanhã cão?
4382,O sorrisinho 😂😍😍
4383,"Em 2017 o Everton não estava pronto pra ser o que é hoje.  E a grande maioria da torcida preferia o Pedro Rocha na posição e que vinha jogando melhor.  Fernandinho não tinha meu total apreço, mas fez um golaço antológico no TRI das Américas  Tudo a seu tempo... De Deus!"
4384,"Aegyo é coisa kpopper novato , vip não fala essas coisas kkkk"
4385,Cara... to precisando rever minhas amizades... seriao!   :(
4386,n posso to jogando pokemon go
4387,"""Não olha assim pra mim, não Se não vou me apaixonar Se não vai me adivinhar Tá fácil ler na cara que eu Não canso de te procurar Carinho faz arrepiar Sozinha tu não vai ficar Será que cabe eu aí?"""
4389,Cura a minha úlcera @ggreenwald
4391,"Nem comprei tanto por isso amiga, eles são realmente muito bons, eu sempre comprei a escova e smp tive vontade de comprar a pasta, mas se ajudar amém"
4392,Tá amarradoooo
4393,"primeira ideia que minha mãe acata minha é na escolha do piso, to muito feliz"
4394,Preciso de um emprego pra bancar minha vida de burguês
4395,Enquanto esse dia não chega deixa eu comer meus hambúrgueres plisss
4396,Pra eu pagar o que eu gastei
4397,Só mais uma semana
4398,queria fazer um monte de coisa nessas férias  pena q tô sem amigxs k
4399,"Já dizia pepita  uma vez piranha, sempre piranha"
4400,Só preciso sair hoje
4401,Acabei de ser trocada pelo xico como assim??? :(((
4402,@PedroFelipe230 amor do céu olha isso que mina doida 😂😂😂
4403,De nada
4404,bobagem branca de
4405,"1.Lula, da cadeia, dirige o PT e exige que @gleisi seja presidente do partido; 2.Partido comandado por um presidiário, que estruturou uma ORCRIM a partir da PR; 3.E esse partido ainda não foi extinto e continua a sabotar o País, com apoios espúrios no mundo político #LulaNaCadeia"
4406,No digo ganhei kkkkkkkkkk
4408,você q ta brincando não só comigo mas com uma nação inteira
4409,Sextou mas hj tá mó frio
4410,"e resolve pentear o cabelo da Branca de Neve, (🤦) mas o pente estava envenenado e novamente cai no chão, mais uma vez a rainha saí toda feliz. Os anões chegam em casa e ao ver a idiota morta de novo"
4411,que que houve porra
4412,Vou parar com essa atitude de tratar todo mundo com carinho pq as pessoas confundem tratar bem com da em cima.
4413,Twitter tá cansativo hoje af 😴
4414,Mas aí eu lembro que não posso mais me referir ao crush como crush
4415,TODO MUNDO VAI SOFRERRR
4417,Ele nem vai querer receber...sao miguinhos AGORA!😂😂😂😂😂😂
4418,Kkkkk que fofura
4419,"O único defeito desse clipe do luan é que ele, acaba. #QuandoABadBater"
4420,fiz não
4421,"Cara, Anna é um amor de pessoa ta doido"
4422,Tô zerada 🤦🏾‍♀️
4424,"E na hora que ele disse que precisava contar uma coisa pro John eu jurei que ele finalmente ia dizer que amava o John, nossa fiquei TÃO PUTA por não ter sido isso"
4425,queria entender as amizades de hoje em dia
4426,Os outros são minha filha?? eu sou amore??
4427,é pq eu tbm queria comer e comprar correio elegante pra rafaella kkkkkkkkkkkkk
4428,Usa ela como pesticida.
4429,rosinha ainda
4430,que odio kkkkkkkkkkkkkkkkkkkkkkk
4431,Gente quem defende ratos? Ten matar mesmo
4432,Se eu soubesse que iria gostar de você assim...
4433,Não acredita se segue? Só se for pelos jornais pois vai preso por corrupção.
4434,Kkkkkkkkk to nadaaa
4436,mulher da minha vida
4437,A Anitta não gosta da Valesca ?
4439,Pelo amor de Deus alguém me arruma um emprego.
4440,Claro que sei esquece
4441,sem brava que isso não é vida lucas
4442,Graças a deus mês q vem tiro esse aparelho🙏
4443,Desabafa
4444,Minha mãe chegou falando pra crl 😏
4445,Teve que engolir com areia a fala anterior. Cretinice.
4446,"Tá muito feio, até ruim de mexer"
4447,@pqpaquino vacilão Magoou nosso coração  @euCruz7
4448,Caralhoooo eu amo fazer comida na casa de Bob com Nanda
4450,escuta ai queima minha pele eh perfeita pra chorar
4451,"Ui, q delicinha"
4452,O rapaz é tolo tarado fds
4453,hoje!
4454,"Pode contar comigo sempre, sério, eu começo contando. 1, 2, 3, 4, 5, 6..."
4455,Sexta feira bem monótona
4457,"você bem que podia tirar uma noite pra tweetar e surtar com a gente no horário da série aqui no twitter, o que você acha?"
4458,Pelo Brasil 🇧🇷 #DomingoTsunami
4459,a sala toda junta comemorando no futebol💖🤧🤧🤩🤩🤧💖😍😍🥰🥰
4460,meu deus que cringekkkkkkk
4461,"Mais eu gostava de vê-los joga mano! Não são o melhores aí,são os que eu mais gostava de vê"
4462,Vai saber oque @jairbolsonaro não ofereceu pra união europeia . Muito Suspeito . Vamos aguarda cenas do próximo capítulo.
4463,"Eu to cheia de coisa pra fazer, tomar banho lavar o cabelo, fazer minhas malas ....... aí gente n da não"
4464,"Pera, mas o SINDIPD ainda cobra, em troca de dizer que concorda ficar de fora do acordo realizado em assembléia. Todos na reunião concordam em áudio, e fica obscuro que aceitar o acordo, também é aceitar o desconto em folha.  Os caras são pilantras."
4467,imitona demais passo mal
4468,pare de pergunta dos meus problemas tu so sabe me criticar boa noite
4469,essa magrinha mexe cmg
4470,"Tipo, qual tatuagem? Kkkkk formulei errado a pergunta hahah"
4471,perdeu playboy
4472,queria sair dos grupos de trabalho sem causar kk
4474,tenho um ódio desses babacas que ficam mexendo com mulher no trem ou qualquer outro lugar
4477,tudo
4478,To indo pra Ana e meu deus 1 hora de uber
4479,"Esse degradê que o Albert lançou no meu cabelo ficou chave demais, nuu"
4480,Eu torço pra Colômbia ou pro Chile será?
4482,E continua!! Mais vale Waves doq decepção 🤣
4483,saudade puto
4484,alguém me dá um milho assado
4487,meu santo ainda bem q entrei nessa conta de novo após meses senão n ficaria sabendo DA QUARTA TEMPORADA DE HAIKYUU
4488,"""Fara"""
4489,meu estômago tá criando um buraco de café
4490,cada coisa que eu tenho que ler
4491,"fica deitada, daqui a pouco passa 💖"
4492,"Estresse atrás de estresse, n tenho um minutinho de paz nessa minha vida"
4494,"N entendi, alguém me explica"
4495,saudades daquilo que a gente não viveu ainda @ falcao
4496,kkkkk miserável kkk
4497,yutaaaaa põe piercing na sobrancelha sim de uma alegria a essa pobre cadelinha
4498,KKKKKKKKKKKKKKKKKKKKKKK DANDO DINHEIRO PRA COMPRAR O LEITE DA GYTTA E DO FYNN
4499,Amooo festa de criança kkk
