,tweet
3676,Se o meu sorriso mostrasse o que realmente estou sentindo ao me verem sorrindo todos chorariam.
3677,"Pensei que já tinha chegado no fundo dessa depressão... Me enganei, continuo caindo."
3686,"Eles dizem que eu não duro um dia no mundo real, e eu digo: vocês não sobreviveriam uma noite no meu..."
3687,"""nunca confie numa luz no fim do túnel, ela pode ser a saída mas também pode ser um trem desgovernado..."""
3688,"As frases eram depressivas e agressivas, mas dentro de cada letra havia apenas a verdade. Tive que me destruir para me tornar forte."
3689,"Pois é, mais um dia comum, nada de especial, nem interessante, é só mais um diazinho de merda."
3690,As vezes o melhor é se silenciar.
3691,Que merda de vida.
3692,Eu guardo muita coisa só para mim.
3696,"O mundo poderia se chamar privada, pq minha vida é uma merda"
3697,"Ai vc acorda, abre a porta, olha o céu... E dá uma vontade de se matar."
3698,Lembranças felizes nos fazem chorar de tristeza.
3699,Apenas existindo...
3700,@EM0CI0N4L  é duas :c solidao e foda
3701,"“Eu não me corto para me matar, mas se eu morrer, eu não me importo.”  — self cutting"
3702,"10- Em 12 horas por dia vc fica desejando sua própria morte,e as outras 12 horas vc passa dormindo pra fugir da realidade."
3703,"9- Vc fica refletindo em que ponto vc chegou,em que ponto as pessoas deixou vc ficar,a serem tão inuteis a fzr vc se cortar"
3704,"8-Vc não tem amigos,vc fica se perguntando oque tem de errado cntg,pq vc não é feliz que nem os outros?."
3705,7- Seus pais não sabem que vc tem uma pag de suicida/depressiva/solitaria no twitter
3706,6-Um fdp ja te zoou por vc se cortar
3707,"5-Vc se sente um lixo,e um idiota por se cortar"
3708,"4-Vc é uma pessoa que vive presa num mundo perfeito imaginário,e imagina coisas que nunca acontecerão."
3709,3-Vc faz de tudo pra ninguem ver seus cortes
3710,2- Seus pais não sabem que vc se corta
3711,1- 99% dos suicidas que se cortam é por causa de alguem.
3712,Vou postar 10 fatos de suicidas
3713,@minhasmarcas sim n aguento mais isso :c
3714,"@minhasmarcas cara eu concordo,as pessoas de hj sao monstros humanos n liga pro q os outros sentem,so ligam p si proprios"
3715,"@minhasmarcas tbm n sei explicar,sinto o msm de vc"
3716,"@minhasmarcas  éh tbm não,oq vc tem?"
3717,@Suicida_1 Tudo bem moça? :c
3718,oi meus anjos :c
3719,Parabens axl rose seu foda #HappyBirthdayAxlRose
3720,"A vida é um rio com correnteza lenta, que nos leva direto para a morte."
3721,"Triste é você ter muitos amigos, e na hora que você mais precisa, não aparecer nenhum para ajudar ou estender a mão."
3722,"Eu não sei mais qual é o meu estado emocional, sério. Não sei se estou feliz ou triste. Apenas sinto um vazio dentro de mim."
3724,Ninguém vê meu sofrimento por trás do meu sorriso.
3725,Os demônios gritam na minha cabeça.
3727,"Quando a saudade fala mais alto, eu apenas ouço as músicas que a gente ouvia juntos... e as lágrimas rolam."
3729,Mais um dia nesse inferno.
3730,"Só quem precisa segurar uma lágrima, sabe a dor que ela pode causar."
3731,"As pessoas pensam que você está bem sempre, mas não sabem o que sente por dentro."
3732,As pessoas se cansam de ser um sorriso triste atrás de uma pintura sorridente.
3733,"Só entende de lágrimas quem já chorou, só quem sente a dor sabe o que ela causou."
3734,"Estou tão só, que parece que estou sem mim."
3735,"Alguns momentos poderiam ser iguais a música. Ela acaba, mas você sabe que pode ouvi-la novamente."
3736,"Oq não te mata, só te faz querer morrer."
3737,"Mesmo que não seja sua intenção me machucar Você continua me destruindo Você poderia, por favor, ter piedade do meu coração?  -Mercy-"
3738,"Odeio aquele sentimento em que você não está necessariamente triste, mas você se sente vazio e todas as coisas em sua volta te irritam."
3739,É muito triste quando você descobre quem realmente as pessoas são.
3740,"""A vida me ensinou a dizer adeus às coisas que amo, sem tirá-las do meu coração."""
3741,"eu to tão cansada de tudo, tão cansada de mim"
3742,"Cicatrizes são histórias, histórias escritas no corpo"
3743,"''Levo cortes,sou ignorado,engulo grosserias,esqueço patadas e as pessoas ainda querem q eu seja sempre amigável.'' -Eminem"
3744,"""...E do nada aparece aquela vontade de chorar..."""
3745,O medo já não faz parte de mim  -Garota Suicida
3746,"""...Enquanto isso o sangue escorre pelos pulsos..."""
3747,Não gostei dessa nova versão do twitter '-'
3748,"''Quarde seus pulsos pro final,saida de emergencia'' -Pitty"
3749,@blogspd  awwn mt obg >< vc tbm é
3750,@Clarkduke_ atah
3751,@Clarkduke_ algo contra a minha pag?
3752,''Sou a prova viva de que decepção não mata''.
3753,Cansei dessa vida sem sentido
3754,"Somos fortes sab pq? temos -depressão -solidão -pensamentos suicidas -cortes nos braços,pernas -criticas das pessoas e ainda estamos vivos."
3755,Na escola ja sofri bullying por causa dos cortes
3756,É meio dificil esconder os cortes nesse calor..
3757,@Clarkduke_ oii^^
3758,Não sei como ainda estou viva
3759,Sabe pq as pessoas mudam? Pq elas tem que adaptar sua personalidade pra sofrer menos
3760,"Pedi pro tempo me ajudar,e ele começou a rir e me ofereceu uma bebida"
3761,Tento todo dia entender o pq as pessoas no final me deixam.
3762,Apenas existo
3763,Clarisse só tinha 14 anos...
3764,Decepções mudam qualquer um.
3765,Dormir evita quebrar a cara
3766,"Apesar da agonia, todos temos que continuar caminhando. Pelo vale da dor, pelo vale da morte."
3767,"Tento esconder minha dor,mas isso é inevitável"
3768,"Ontem um filósofo e psicólogo me perguntou ''me fale garota,quem é vc?'' e eu simplesmente não soube responder."
3770,"— É bom voltar.  — Bom é não ir.  — Prometo ficar.  — Não prometa, apenas fique."
3771,- Are you okay? - Yes. - Really? - No
3772,"""O pior tipo de solidão que existe é a solidão de ser incompreendido. Ela pode fazer as pessoas perderem a noção da realidade."" - Dan Brown"
3773,@Umaalmaperdida Oii
3774,"O dia começou sem tristeza,e agora to em prantos.."
3775,"Tem coisas que a gente não perde, se livra."
3776,Esquecido por alguem que nunca vou esquecer
3777,"Sozinho em casa em uma quarta-feira, deitado no chão pensando em um velho amor. Ou na falta de um."
3778,@autodestrutiva e é ruim ver q vc n tem amigos e ta sozinho nessa
3779,@autodestrutiva é vc n é a unica q acontece isso
3780,As pessoas deixam para dar valor quando o caixão já está fechado.
3781,Seria diferente se você soubesse que aquela era a última vez?
3782,E se fosse seu último dia? Quem você procuraria para dizer adeus?
3783,Por que as coisas só ficam claras quando é tarde demais?
3784,"A vida nada mais é do que a morte em conta-gotas, cada gota que se vai, é um pouco que se morre."
3785,"Não sou bom o bastante, nem divertido o bastante, nem bonito o bastante. Esse é o resumo da minha vida."
3786,"A verdade é, que eu nunca sou o suficiente."
3787,Queria que o Chris Daughtry me seguisse. 😢
3788,"Só eu que acho que é uma puta mentira essa história de seguir os famosinhos e ganhar seguidores ? Pq comigo não colou, Desculpem."
3790,"O sono não vem, e a tristeza não vai."
3791,Espero que vc tenha o mesmo que vc me desejou.
3792,"Já bebi de tantas fontes amargas, mereço água doce tbm."
3793,"Se as pessoas te chamarem de lixo, não ligue, pois lixo tbm é reciclável."
3794,Ninguém merece ser tratado como lixo.
3795,"Vc espera tudo das pessoas, menos o desprezo."
3796,Um foda-se bem grande pra vc que não está ligando pro que eu sinto.
3797,As vezes vc leva cada rasteira da vida.
3798,Oq diabos está errado comigo? Este não é oq eu tenho que ser.  -Linkin Park-
3799,Ninguém nunca vai saber se você esta sorrindo por felicidade ou para esconder sua tristeza.
3800,"Com o passar do tempo, as máscaras vão caindo."
3801,Não posso voltar para ontem porque lá eu era outra pessoa.
3802,Que tristeza agonizante.
3803,"Eu só quero ser feliz, pq eu não consigo?"
3804,"Quem roubou a minha vida,  por favor,  me devolva."
3805,"Fingir que estou bem,  já virou rotina."
3806,Sorrir sem estar feliz é a coisa mais ruim desse mundo.
3808,Todos me deixam para trás em algum momento.
3809,"-É difícil viver!   -É sim mas a gente aprende com o tempo!   -A gente não aprende,  agente só camufla,  pra parecer forte mais não somos."
3816,"Ai do nada te dá uma vontade de chorar,  desistir de tudo,  pq tudo desiste de vc."
3817,Eu me odeio.
3818,Que bad.
3819,As coisas se acabam e a gente nem vê.
3820,"""Antes eu sonhava, agora já não durmo.""  - Legião Urbana."
3821,Só queria um abraço apertado. Aquele que não prende o teu choro e sim te faz desmoronar de vez.
3822,Minha mãe fala q me ama puxa meu saco mais é a primeira a me julgar e apontar meus defeitos.
3824,"Sempre achei que eu seria feliz,mas me enganei"
3825,Você não se importa com como eu sinto.' Eu não sinto mais nada.'   'System of a down'
3826,Eu tento ser forte..mais estou desabando a cada dia mais
3827,"- Descobri que saudade não deixa a gente dormir direito.  Pior ainda, saudade faz a gente sonhar acordado ! # Saudades ..."
3828,Se eu moresse nem meus pais sentiriam a minha falta
3829,"“Se você sentir saudades, me procure, porque eu cansei.”       —  Renato Russo."
3830,"""Dentro de um buraco e eu não sei se eu posso ser salvo, Veja meu coração, eu o decorei como um túmulo"""
3831,-Tava chorando? -Não é que to com sono..
3832,Quando ela se corta ela se esquece ...
3833,Todos os dias eu procuro ter forças pra continuar
3834,"""Saudade eu tenho toda hora""."
3835,"estou triste chorando totalmente destruida e n sei o motivo disso,n sei descrever"
3836,"então eu escrevo,pq ninguem quer mais me ouvir"
3837,me surpreendo cada vez mais como alguns seres humanos conseguem ser totalmente inuteis
3838,@ihelpyousis  ola^^
3839,"vc se acha superior a mim pq é feliz,isso machuca"
3840,Que tristeza.
3841,Nascemos sem pedir e morremos sem sermos avisados.
3842,"Quando vem a madrugada, eu me lembro de tudo que passou, todas as coisas que rolou e não tem volta, só resta imaginar e esperar passar."
3843,ombro ? Onde ? Vc já fslou sozinho ? Se não vai falar agora
3844,"minha ignorância chegou agora, faz um favor pra mim, vai procurar quem pediu sua opinião sobre a minha vida, pq eu não pedi."
3845,"Vc está mostrando o quanto é maduro discutindo com uma pessoa que vc nem sabe oq vive, seu idiota, sua maturidade se foi."
3846,Mais trouxa é vc por se achar mais que os outros.
3847,"Sou depressivo mesmo, não é só pq vc está por cima que vc é melhor. 😉"
3848,saquei kkkkkkkk malz ai.
3849,"Tbm to legal, hj alguém me tirou da tristeza kkkkkkkkkkkk"
3850,"Vc veio pagando de maduro, o dono da razão kkkkkkkk que noite maravilhosa, vc conseguiu me fazer rir Obg."
3851,Sagitário e o seu ?
3852,"experiência em que ? Agora vai pagar de maduro pra cima de mim ? Se é louco kkkkkkkk até ri aqui, minha noite tá melhorando"
3853,"idade não faz ninguém maduro ou não, eu lido com isso desde os 16 anos, e não é fácil."
3854,25 e vc ?
3855,então... Tá ai um ponto bem complicado
3856,"lição de moral na minha idade já é um absurdo, não preciso disso, só tenho motivos pra ser oq sou"
3857,"não estou desistindo, nem vou só que não é fácil fazer oq se fala"
3858,"okay, vc já passou por isso, mais mais vc não acha que cada um reage a sua maneira ?"
3859,"eu sei disso, estou seguindo e está ótimo assim"
3860,Voltei e ninguem sentiu minha falta :c
3861,Às vezes você perdoa as pessoas simplesmente porque você ainda as quer em sua vida.
3862,@Suicida_1 ><
3863,"If I die, will you miss me?"
3864,é tudo tão dificil pra uma vida tão simples
3865,''Você também já teve a sensação..de que é um peso na vida de todo mundo?!''
3866,E você olha a sua volta e vê q está sozinho com os braços cortados em depressão abalado emocionalmente pedindo socorro soq ninguem te escuta
3867,"Não importa oque eu faça,eles nunca acharão o suficiente"
3868,"Tento ser forte todos os dias,sempre tenho que ouvir minha família me julgar,vai ter uma hora que não aguentarei mais.."
3869,"Pessoas dizem que sou uma idiota por me cortar,mal eles sabem as coisas que passei."
3870,Mal começou o dia e o sangue ja esta escorrendo em meus braços..
3871,"''Achava  q o pior sentimento do mundo era perder alguém q ama,mas estava errado,o pior sentimento é qndo vc vê q perdeu a si mesmo.''"
3872,""" Se fosse só sentir saudades, mas tem sempre algo mais ... estou sozinho! "" -system of a down"
3873,Sinto-me uma idiota por me cortar..
3874,"Podem continuar a magoar-me...eu deixo, pior do que estou é impossivel."
3875,"Aí você se cala, pra não piorar a situação e, dói né?"
3876,"""Uma pessoa pode sentir-se isolada, mesmo sendo amada por muita gente, só pelo fato de não ser a única de ninguém. (O Diário de Anne Frank)"""
3877,"Prefiro dizer que esta esta td bem, do que ouvir sobre nao ter motivos para ser assim."
3878,"Morrer e simples, o dificil da vida e conseguir sobreviver a esse mundo."
3879,"''Alguém uma vez disse q a morte não é a maior perda da vida,a maior perda da vida é oque morre dentro de nós quando ainda estamos vivos.''"
3880,"Se já passou por isso, não tem que julgar, ficar ""dando tapas na cara dos outros é bem fácil"
3881,"obrigado, ficar julgando uma coisa que vc não vive tbm não ajuda  nada, mais agradeço pela sinceridade."
3882,"os que desabafam são ""amigos"" se é que me entende, mais nem sempre são eles que me deixam assim, tem mais coisas, não é só isso."
3883,"Não sou como eles, dou o melhor de mim para faze-los se sentirem bem, mesmo que eu me sinta mal, mais nem sempre é assim"
3884,"Nem sempre é fácil, vc quer fazer as pessoas se sentirem bem, mais o problema é que elas não pensam como vc,."
3885,Anjos mentem para manter o controle  -Snuff-
3886,"Nós nunca estávamos vivos, e nós não nasceremos de novo Mas eu nunca sobreviverei com memórias mortas em meu coração  -Dead Memories-"
3887,Eu odeio o que me tornei O pesadelo apenas começou Eu preciso confessar que eu me sinto como um monstro  -Monster-
3888,Não sou bom o bastante.
3889,-Vc é uma boa pessoa! -Pq todos vão embora então?
3890,Sou invisível.
3891,À um grito incessante dentro de mim.
3892,"Ouço todo mundo, quando querem desabafar, mais e eu... Ninguém me escuta."
3893,See You Again é tão 😭😭😭
3894,Pessoas riem quando se sentem tristes.  -Cry-
3895,"Você já sentiu tanta dor? Não ter nada, sonhar alguma coisa, e depois perder esperando   -Be Not Always-"
3896,Todos vieram ver A menina que agora está morta  -Little Susie-
3899,Minha vida anda tão sem sentido.
3900,Eu já me li em muitos livros.
3901,O para sempre tem prazo de validade.
3902,Ninguém perde o que nunca teve.
3903,Os dia passa e o que você fez?
3904,A autorreflexão permite olhar para dentro de nós e enxergar o quanto somos tão profundos e frágeis.
3905,Sofrimento virou rotina.
3906,Vou ouvir Lonely Day :( já to na merda mesmo.
3907,Que tristeza.
3908,Eu to cansado...
3909,Eu tenho que parar de ser trouxa.
3910,Quanto mais vc se doa menos vc recebe.
3911,"Vc só é bom quando morre, enquanto vc vive, vc é só mais um na vida das pessoas."
3913,"Se vc tivesse uma irmã e ela tivesse um cão, eu escolheria o cão.  -Jack Sparrow-"
3914,"Vc me parece muito familiar, eu já o ameacei ?  -Jack Sparrow-"
3915,"Quando me deixou naquela ilha imunda para morrer, se esqueceu de uma coisa! Eu sou o Capitão Jack Sparrow..."
3917,É difícil esconder a tristeza atrás de risos o tempo todo.    -Naruto-
3918,É triste quando você faz de tudo e ninguém reconhece seu esforço.
3919,"Não que eu seja feliz o tempo todo, é que eu sou um mestre em disfarçar a tristeza."
3920,''Não é possível fugir do que tem dentro de vc.''
3921,''Mais uma decepção para a coleção.''
3922,''Eu olho pra vc e dói tanto saber que não podemos ficar juntos.''
3923,Sinto saudades do que nunca tive..
3924,"Somos palhacos fora do circo, todos usando uma mascara com um falso sorriso."
3925,"Eu não sonho mais,não espero mais nada,quero que tudo se foda,e espero minha morte vir.."
3926,Passei o dia inteiro desejando a minha morte.
3927,"''Muitos perguntam se eu estou bem,mas poucos se importam com a resposta.''"
3928,"''Ja perdi as contas de quantas vezes segurei o mundo dos outros,e deixei o meu cair''."
3929,Meus familiares vê oque eu posto vem me falar que estão ''preocupados'' af mais eles n fazem nada pra me ajudar
3930,A cada momento minha sobrevivência se torna mais inútil.
3931,"“As pessoas choram não porque são fracas, mas porque elas são fortes por muito tempo.”  - Sobrenatural."
3932,''Todo dia eu acordo com a esperança que vai ser diferente..mais no final me decepciono como sempre.''
3933,"As feridas sao novas, mas a dor ainda e a mesma."
3934,"Me convenci de que ficar sozinha é a melhor opção,ou porque não tenho escolha mesmo."
3935,"Nunca desejo morte pra ninguém, pelo contrário espero que eles vivam nesse mundo horrível é a pior tortura."
3936,Sinto-me um fantasma com o coração batendo.
3937,Morri por dentro a tanto tempo e ninguém percebeu.
3938,"""Não consigo tirar você da minha mente.""  - AC/ DC"
3939,"O mundo é a pior prisão que existe,somos obrigados a conviver com essa sociedade hipócrita e falsa que só sabe julgar um ao outro."
3940,"“Sabe quando escondem toda a bagunça sob o tapete? Então, a minha eu escondo sob um sorriso.”  —   Coldplay."
3941,"Meus pulsos, eternos companheiro da minha dor."
3942,"''Estou perdida em mim mesma ,tenho que me libertar ,mas esta tudo escuro e não encontro a saída..''"
3943,@Stupidweakgirl @onegirlsuicide  é nois u.u
3944,"""Ser forte é ter Coragem pra continuar Ter força é ter Força pra se superar"""
3945,"''-Se você é frio,acaba machucando as pessoas. -Se você é sensível,as pessoas te machucam.''"
3946,"“Não é que você seja diferente, mas é que ninguém consegue ser igual a você.”"
3947,@Stupidweakgirl @onegirlsuicide  mds uma pessoa q curte SOAD aqui *o* eu tbm escuto soad p dormir *-*
3948,Como eu queria que tudo isso fosse um pesadelo e que eu acordasse com a minha inocência de criança.
3949,"Sinto informar,mas tu ficou lá em 2013 (;"
3950,As vezes parece impossível esquecer algumas pessoas...
3951,Quem vcs queriam que morresse nesse ano?
3952,@downmyworld_  levando e vc?
3953,Noss nem achei um avatar e bg legal p trocar '-'
3954,@downmyworld_ oee
3955,Vou mudar o avatar e o bg*-*
3956,"Ontem mesmo com minha família grande aqui,me senti só,normal."
3957,"""Página 1 de 365"" ah, vai se fuder"
3958,"Quero aprender a esquecer as pessoas, com a mesma facilidade que elas me esquecem."
3959,"Que esse ano eu seja namorável,que a felicidade venha colar em mim,e que dinheiro não falte amém."
3960,"Desistir é fácil, o difícil e manter o sorriso na tristeza."
3961,"Passo dias engolindo minhas tristezas, mas ninguém vê, ninguém ouve, ninguém sente."
3962,Quantas tristezas cabem em uma lágrima?
3963,Vc pode estar cercado por muitos e mesmo assim vai se sentir só.
3964,"Vou ignorar vcs, do mesmo modo que vcs me ignoram."
3965,Mais que merda de vida.
3966,"Ai todo mundo some, e vc pensa ""pra que eu sirvo?"""
3967,"Está tudo perdendo a graça, e a vontade de viver diminui a cada dia que passa."
3968,"Não importa oq vc faça, quando não é pra ser seu, sempre tem algo que impede."
3969,Frio sarcástico e sem coração. Foi no que eu me transformei. E só agradeço à sociedade.
3970,Uma mentira só é uma boa mentira quando até você acredita nela.  -Jack Sparrow-
3971,"Tesouros não são apenas ouro e prata, amigo.  -Jack Sparrow-"
3973,Estar na merda faz parte da minha vida.
3974,Ninguém sabe como é Ser o homem triste Por trás de olhos tristes Ninguém sabe como é Ser odiado Ser destinado A contar apenas mentiras.
3975,"Pq vc me machuca tanto, só te dou rosas em troca só recebo espinhos."
3976,"Só vc não vê, que preciso de vc pra viver."
3977,É difícil ver que as pessoas mudaram com vc.
3978,"Só queria ter um dia feliz na minha vida, é pedir muito ? Preciso de compreensão, assim como compreendo as outras pessoas."
3979,"Alguém sabe onde vende alto estima, preciso de um pouco."
3980,"Não me resta mais nada Sim, prefiro ser o perdedor Que te deu tudo E não me resta mais nada  -El Perdedor-"
3981,"Nem sei mais oq faço, é tanta tristeza que não cabe mais em mim"
3982,Não aguento mais.
3983,O vidinha de merda.
3984,"Eu guardo cada coisa aqui dentro sentimentos... raiva, ódio amor, saudade... É tão difícil guardar tudo isso, pq não sei qual deles sentir."
3985,Estou tão farto de tudo.
3986,"A verdade é que ninguém liga pra sua tristeza, mais querem saber o pq de vc estar triste."
3987,"As vezes eu finjo que estou feliz, pra não ter que explicar o pq de tanta tristeza."
3988,"Vou colocar meus fones e esquecer que o mundo existe, só assim não vou me sentir um cadáver ambulante."
3989,Que vida de merda.
3990,"Queria não sentir isso, mais eu sinto."
3991,Que angústia.
3992,"Estou me sentindo um nada... Talvez eu seja um nada, mais um nada como eu tbm tem sentimentos."
3993,"Não esqueça quem fica com você, quando todos vão embora."
3994,"Pra eles, você é só uma aberração, como eu."
3995,"Riram da minha ida, vão chorar com a minha volta."
3996,"Não sou legal. Não sou simpático, quando eu era mais novo queria matar as pessoas... na verdade muitas eu ainda quero matar."
3997,"De certa forma, é bom saber que não sou o único fingindo ser normal."
3998,"Não sei amar, isso é um fato. Mas sei gostar demais, cuidar demais, me preocupar demais. Tudo em overdose."
3999,O que não nos mata nos torna estranhos.
4000,Cara quanto ''feliz ano novo'' falso que eu levei ontem
4001,"Seja vc a mudança do seu 2014,não espere a porra do tempo mudar sua vida pq ele não vai."
4002,ainda bem que é 2014 não aguentava mais reclamar de 2013.
4003,Só sei que assim q deu 00:00 deixei de correr atrás de muitas pessoas por ai.
4004,"Virar a pagina é o caralho,rasga ela toda logo."
4005,@Stupidweakgirl  siim alguem tem bom gosto aqui*-*
4006,@GalegoOss vou passar de preto blusa do system of a down o/
4007,"A pessoa erra,vc a perdoa,ela erra dnv,vc a perdoa novamente,erra varias vzs e vc a perdoa smp;mas qdo vc erra ela nunca + olha na sua cara"
4008,"Posso ser forte,posso ser durona,mas com vc as coisas não são assim,há uma garota que se importa,atrás dessa parede que vc acabou de passar."
4009,"Escutando pearl jam-black,mds vejam a tradução é tudo que sentimos."
4010,@Pequenina_nanda nirvana*--------------*
4011,Ano novo dia que as pessoas são mais falsas que nota de 3
4012,Não sou anti-social as pessoas que são anti-mim.
4013,Mds'-'
4014,As pessoas tão esperando tanta coisa de 2014 achando q de hj pra amanhã tudo vai mudar magicamente -'
4015,Um rock bem alto pra mim me desligar do mundo um pouco.
4016,"Era uma vez uma garota,ela sonhava em crescer,ser feliz,qnd ela cresceu viu o mundo cmo realmente ele,é se cortou se frustou e se suicidou."
4017,Sou ignorada até aqui no twitter
4018,ai kemi like uami bal -Miley C.
4019,Que país é esse? -Legião Urbana
4020,#CoisasPraDeixarEm2013 tudo inclusive vc
4021,"Esse ano foi uma bosta,chorão morreu,champignon tbm,só me ferrei,n consegui cumprir minhas metas,me apaixonei,me iludi,n consegui ser feliz."
4022,Feliz 2014 é o caralho
4023,Página 365 de 365 idai se nada vai mudar?
4024,"Olá, sou a mancha negra da familia, muito prazer."
4025,Tenho mais sono do quê vontade de viver.
4026,"""Levantei,olhei pela janela e avistei um mundo perdido pedindo socorro,com pessoas como eu perdidas em si mesmas precisando de ajuda."""
4027,@WarriorCut_Andy sim e vc?
4028,"""Você tá bem? ""Tirando minha condição física, psicológia e financeira, sim."""
4029,"Se for pra ser um ''tanto faz'' na vida de alguém, eu prefiro não ser nada."
4030,@WarriorCut_Andy  Oee
4031,"“E ela ama, mesmo sabendo que vai chorar tantas vezes ainda.”   — Caio Fernando Abreu."
4032,"Existem três jeito de fazer as coisas: o jeito certo, o jeito errado e o meu jeito , que é igual ao jeito errado , só que mais rápido"
4033,"Parem de querer que 2013 acabe logo, como se 2014 fosse mudar magicamente a sua vida."
4034,@cutsbutterfly eu tbm*-*
4035,"@cutsbutterfly vdd,facebook é rede social q so serve p comunicar com amigos,mas n tenho então n sei pq tenho ainda.-."
4036,@cutsbutterfly to pensando em fzr isso tbm
4037,"Mesmo que você não consiga controlar as coisas que acontecem com você, ainda pode controlar a maneira que irá reagir."
4038,“já cheguei a um ponto que as pessoas nem fingir que se importam não fingem mais”
4039,“Sei lá. Sinto falta dos velhos e bons amigos.”   — Eminem.
4040,"(...) Aí o tempo para e eu me acalmo, abro os olhos e encaro o mundo, e pela primeira vez vejo através dele e entendo a piada: Nada é real."
4041,"E pra quem não tinha a intenção de sentir nada, eu estou sentindo é muito."
4042,"Nunca estou bem... Quando me perguntam ""tudo bem?"", sempre respondo sim. Mas na verdade sempre há algo me aborrecendo."
4043,"Eu nunca me importei muito com o conceito de inferno, mas se ele existe, eu estou nele."
4044,"Todos temos algo a esconder... Algo obscuro dentro de nós, que não queremos que o mundo veja. Então fingimos que está tudo bem  -Coringa-"
4045,Estou me sentindo um lixo.
4046,Se eu morresse a única pessoa que sentiria a minha falta é a minha mãe.
4047,"Eu não me sinto bem, algo está faltando, acho que sou eu."
4049,Vc mentiu pra mim.
4050,Só existem dois motivos para que alguém se preocupe com você: ou ela te ama muito ou você tem alguma coisa que a interessa.
4051,"O mundo continua o mesmo, só há menos razões para se viver.  -Capitão Jack Sparrow-"
4053,Aquelas palavras me magoaram muito
4054,"A vida é assim, vc não sabe se vive um dia a mais ou um dia a menos."
4055,Hoo vidinha filha da puta.
4056,A verdade é que tá tudo uma merda.
4057,A tristeza me consome.
4059,Odeio ser esquecido.
4060,"Mesmo sumindo por horas, vc não sente minha falta."
4061,Vou dormir 😪 to bem cansado.
4062,Coisas que eu faço melhor 1.Afastar pessoas.  2.Dormir.  3.Estragar as coisas.  4.Fazer papel de trouxa.  5.Me importar com quem não merece.
4065,Ninguém merece ficar aprisionado no próprio pesadelo.
4066,"Não importa quantas mortes eu morra, eu nunca vou esquecer Não importa quantas vidas eu vivo, eu nunca vou me arrepender.  -Hurricane-"
4067,A vida é um filme estrangeiro sem legendas.
4068,"Às máscaras caem, amigos se traem, tudo na vida vem como na vida se vai."
4069,É triste quando você faz de tudo e ninguém reconhece seu esforço.
4070,"Eu cresci, amadureci, lapidei o melhor de mim. Muitos me conhecem outros não merecem me conhecer."
4071,Isso nunca vai mudar Fica mais difícil todos os dias Este lugar é um inferno  -Halestorm-
4072,"Minha vida é um circo, e adivinha que é o palhaço?"
4073,É cada decepção na minha vida.
4074,"Por trás de cada sorriso meu, tem tristeza em dobro."
4075,"Ai eu tenho que fingir que está tudo bem, que aquilo não me magoou, mais na verdade me destruiu."
4076,Minha vida é um labirinto... E eu estou perdido.
4077,Estou farto...
4078,Eu estou triste pra caralho.
4079,Mais um maldito dia de vida.
4080,"''Vou fechar os olhos pra eu não ver,que perdi vc..'' -Cw7"
4081,@verydepressive  amo a Tay*-*
4082,Infelizmente é assim: As pessoas só dão valor a algo quando perdem.
4083,"""Eu acho que desta vez você está realmente partindo"" - Bon Jovi"
4084,"""É um mundo solitário, de pessoas assustadas."""
4085,As cicatrizes são necessárias para nos lembrar o quanto nosso passado foi real
4086,"eu ainda fecho os olhos qdo digam ""faça um pedido"" e peço pra ser feliz"
4087,"Não tenho preconceito, odeio todos igualmente..."
4088,Me sinto invisível até pra mim mesma
4089,"Num dia eu acordo bem, no outro não. Ando meio assim."
4090,Queria fechar os olhos e quando abrisse tudo estivesse bem
4091,"Só pelo fato de eu está vivendo,ja estou sendo torturada,morrendo aos poucos,sofrendo demais."
4092,"Quem dera eu,ao menos um dia,ser feliz com a solidão."
4093,"""Ela abriu os olhos. Era difícil focar o mundo em meio às lágrimas."""
4094,"“Você espera alguém vir te procurar, mas a verdade, é que ninguém nunca virá.”"
4095,"@hateme3004 entendi,aqui vc expressa oq vc sente e isso n faz mal"
4096,@hateme3004  pq vc vai sair? :/
4097,''Parabéns pra vc que mesmo com tantos problemas passa o dia inteiro com a porra do sorriso no rosto.''
4098,"''Então eu escrevo,porque ninguém mais quer me ouvir.''"
4099,E no final as pessoas desistem de mim.
4100,Você já se sentiu Como se estivesse enterrado bem fundo Gritando a sete palmos Mas ninguém parece ouvir nada?  -Firework-
4101,Ele está cheio de angústia No fundo ele está morrendo todos os dias  -Alter Bridge-
4102,Os demônios são tudo na minha cabeça  -Guillotine Part IV-
4103,"Cansei de esperar, não quer me responder, não responda. Depois não reclame quando eu fizer o mesmo com vc."
4104,Quando crescemos aprendemos a chorar em silêncio.
4105,"Eu guardo tudo aqui dentro de mim, guardo até coisas que não queria."
4106,"Minha cabeça está tão pesada, e meu coração tão vazio."
4107,"Muito prazer, meu nome é otário."
4108,Ai vc se sente como se uma mão apertasse seu coração.
4109,"A gente faz de tudo para ficar com a pessoa mais no fim, terminamos sozinhos."
4110,"Eles vão esquecer você e de tudo que você é. pare de fingir, você é apenas como o resto.  -Blessthefall-"
4111,"Quando vou ser a primeira opção na sua vida, ou vou ser sempre a segunda ?"
4112,"O que não te mata, te faz querer estar morto tenho um buraco na minha alma crescendo mais e mais  -Drown-"
4113,O legal é que sua namorada te troca por festa de aniversário.
4114,To de saco cheio 😪
