,username,tweet,link
2235,thales_campos,Acabei de ser diagnosticado com depressão por uns caras na Portugal... belezaaaa,https://twitter.com/Thales_campos/status/964987576175284224
2238,italoppego,"Meu 2018 tá começando mt bem, perdi o amor da minha vida, fui diagnosticado com depressão e não arrumo emprego de jeito nenhum",https://twitter.com/Italoppego/status/963628625626062853
2239,pedropassamani1,"Faz isso n... Eu fiquei desse jeito pro filme do dragon Ball e do death note, só faltava eu ser diagnosticado com depressão",https://twitter.com/PedroPassamani1/status/963619239042211840
2242,bicevlucas,"Sou oficialmente diagnosticado com depressao apática. Vida que segue, com medicamentos 4ever",https://twitter.com/bicevlucas/status/961558647812902913
2245,farsruivo,"Fiz um teste on-line e fui diagnosticado com depressão ""leve a moderada"".",https://twitter.com/FarsRuivo/status/961193394163896320
2247,simsousilva,"Desabafando para essas 3 mil pessoas que seguem aqui. Fui diagnosticado com depressão hoje, na realidade é o segundo médico com o mesmo diagnóstico. Nao vou desistir não, comecei o tratamento e agora é uma questão de honra me levantar dessa. Bora voltar a fazer vídeo #rumoaos100k",https://twitter.com/simsousilva/status/960572830793584640
2249,jhonatan_xavier,Quantos episódios seguidos de Grey's Anatomy eu preciso assistir para ser diagnosticado com depressão?,https://twitter.com/jhonatan_xavier/status/960305357108150272
2250,vincianderson,"Se vc é diagnosticado com depressão, não tente ""melhorar sozinho"". Quando vc quebra a perna vc não tenta consertar sozinho. Então busque ajuda profissional seus arrombado <3",https://twitter.com/VinciAnderson/status/960200987951714304
2252,lukanor,"Eu tenho medo de falar alguma coisa pra minha mãe, ela me levar num psicólogo e eu for diagnosticado com depressão, aí ela vai ter q pagar tratamento e esfregar na minha cara dps q fez isso",https://twitter.com/lukanor/status/958652136971173889
2254,acacioloves,"Eu fui diagnosticado com depressão aos 15 anos, quando fiz o meu primeiro tratamento. Aos 19 vive meu momento...  https://fb.me/84UXq5rIw ",https://twitter.com/acacioloves/status/957652205649235968
2255,calada_soupoeta,"Noooossssaaaa, SIM  PRINCIPALMENTE quando você já está diagnosticado com depressão/ansiedade/pânico/baixa auto-estima, LIVRE-SE DOS IDIOTAS  https://twitter.com/citacao/status/957446242455445504 …",https://twitter.com/calada_souPoeta/status/957586480070823937
2257,boorest,"te acho hilário, mas você gosta de pagar de depressivo — fui diagnosticado com depressão, humor é meio que um jeito de eu tentar sair desse meio  https://curiouscat.me/Boorest/post/300903774?1517019531 …",https://twitter.com/boorest/status/957075763748057089
2259,anandasansil,Ser diagnosticado com depressão deixa a gente com mais depressão ainda,https://twitter.com/anandasansil/status/955861141732954112
2260,yuricarvaiho,os coments meu deus é por causa de gente assim que tem aluno sendo diagnosticado com depressão/ansiedade e não se achando bom o suficiente pra nada pq cismam em definir uma pessoa por uma sequência numérica  https://twitter.com/lisloveless/status/953942215008686080 …,https://twitter.com/yuricarvaIho/status/954004714781315072
2261,dontprado,Fui diagnosticado com depressão,https://twitter.com/dontprado/status/953712640391606273
2262,_rojasrojas,"eu não gosto muito de falar sobre isso, mas já fui diagnosticado com depressão e nunca dei a devida importância médica, só tento levar mas claramente estou falhando.....",https://twitter.com/_rojasrojas/status/953635764625133570
2264,llakskdjddjndj,"Sai da consulta Achei que fosse bom homem, mas foi mulher, é até melhor, ela é legal, apesar de ter me diagnósticado com depressão",https://twitter.com/llakskdjddjndj/status/952903615965999105
2265,xxmvnx,É claro que eu estou falando de quando fui diagnosticado com depressão.,https://twitter.com/xxmvnx/status/952359496352923648
2268,panetonevegano,4- em 2017 fui diagnosticado com depressão e passei por um longo tratamento com psicologa tentei me matar mais de uma vez a maioria das vezes foi por causa de gente do twitter que é amigo de vcs,https://twitter.com/panetonevegano/status/951186345434734592
2269,gaaabrieljj,não sei pq galera ainda se espanta quando vêem que realmente fui diagnosticado com depressão,https://twitter.com/gaaabrieljj/status/950928788942094336
2271,yutemari,"Queria passar em um psicólogo, mas tenho medo de está diagnosticado com depressão e meus pais falaram que é frescura.",https://twitter.com/yutemari/status/949814194009989120
2272,zhngwu,"Sou diagnosticado com depressão media e transtorno de ansiedade generalizada, e eu deveria tomar remédio, mas n tomo",https://twitter.com/zhngwu/status/949241115496124417
2274,demiparadises,"em 2018, faz 10 anos que eu fui diagnosticado com depressão, 10 anos de um período que eu tento esquecer até hoje",https://twitter.com/demiparadises/status/948025634202292224
2275,mauriciomunky,"Esse ano fui diagnosticado com depressão e conheço MUITA gente que teve diagnóstico de ansiedade. Não tá fácil. Mas precisamos INSISTIR, RESISTIR E EXISTIR",https://twitter.com/MauricioMunky/status/947678575490199552
2276,j_sacarose,"Então... 2018 já tá batendo na porta, vou deixar minhas palavras  sobre o ano que tá acabando.  Galera, foi nada fácil, foi um ano bem difícil pra mim, sofri, tentei me matar, fui diagnosticado com depressão e ansiedade, passei boa parte do ano no sufoco por pelo menos uma coisa.",https://twitter.com/J_Sacarose/status/947634917986402304
2278,rochyer,Retrospectiva good trip 2017: Comecei a faculdade Fiz bons amigos Conheci lugares novos Aceitei minha sexualidade Me disseram que eu beijo bem Recebi apoio dos meus amigos e da minha família quando fui diagnosticado com depressão e ansiedade,https://twitter.com/RoChyEr/status/947244225296510979
2279,patodepapetes,to com medo de ser diagnosticado com depressão quando voltar no meu psicólogo,https://twitter.com/patodepapetes/status/947231992055320577
2280,erickbezerracs,"A alguns anos eu fui diagnosticado com depressão e vocês que nunca tiveram ou não tem, sintam se como se tivesse ganhado na loteria. Não é fácil conviver com isso. Uma simples coisa, um término de namoro, uma briga.... podem desencadear coisas que se tornam enormes p/ quem sofre.",https://twitter.com/erickbezerracs/status/946522321975640064
2281,crldonato,"ele nao fez um exame de sangue, ele nao fez um exame de imagem, ele nao fez qq exame pq nao existe exame pra comprovar ansiedade/depressão na maioria das vezes ele mal conversou com vc mas vc tá diagnosticado com depressão e/ou ansiedade",https://twitter.com/crldonato/status/946352807262740480
2282,skyycuck,"Com alcoólico... depois disso minha vida só afundou, entrei em depressão profunda, sofrendo sozinho, até que disseram pra mim or no psicólogo, fui e fui diagnosticado com depressão profunda, TDH, TDA, TOC, insônia e ansiedade....",https://twitter.com/skyycuck/status/946285522330234880
2283,brunasurur,"Eu não fui diagnosticado com depressão, mas eu devo ter, e também é o destino, eu tenho que sofrer — não fala isso po, ngm merece sofrer :(  https://curiouscat.me/suris/post/263003719?1514171898 …",https://twitter.com/brunasurur/status/945131615172390912
2284,milalaranjeira,É sempre uma merda receber notícia de mais um amigo diagnosticado com depressão :/,https://twitter.com/milalaranjeira/status/944732140658479104
2286,mortadelrey24,"O mais daora é que quando vc é diagnósticado com depressão profunda eles ficam ""surpresos"" kkjkjjkkkkk que merda de vida",https://twitter.com/mortadelrey24/status/943845009048113152
2287,holywarms,"eu tenho depressão mas eu n qr aceitar que tenho, eu acho que é uma qualidade minha o que eu faço? — se vc foi realmente diagnosticado com depressao vc precisa voltar no psiquiatra pra ele te receit...  https://curiouscat.me/holywarms/post/260086895?1513823184 …",https://twitter.com/holywarms/status/943668986427920391
2291,http_elizdare,"o membro se suicidou e não resistiu, ele já tinha sido diagnosticado com depressão há um tempo",https://twitter.com/http_elizdare/status/942813355013701633
2293,kimjhonn1,Richard é muito legal e bonito Aaaaa como ele pode ser triste e tecnicamente diagnosticado com depressão?,https://twitter.com/kimjhonn1/status/942163448284229632
2297,suableee,Várias pessoas à minha volta sendo diagnósticado com depressão,https://twitter.com/suableee/status/941477097805053952
2299,otimedopovocec,"Diagnosticado com Depressão? Muito raro, só se for fase inicial! Ou talvez essa pessoa tenha na verdade a doença de ANSIEDADE ou PANICO! Bem diferente de DEPRESSÃO. O Segundo caso é necessario acompanhamento Psiquiatrico e Psicologo. Além de acomp. c/ nutricionista!",https://twitter.com/OTimedoPovoCEC/status/941333290849579013
2300,itscabellocutie,e recentemente fui diagnosticado com depressão,https://twitter.com/itscabellocutie/status/941153788198604800
2303,jonasyand,"Fui diagnosticado com depressão, raspei a cabeça, quase não consigo sentir mais nd, a não ser 1 coisa.",https://twitter.com/JonasYand/status/941113714614431745
2304,feyden_e,"acho muito legal esse povo que posta textinho no setembro amarelo, faz textão sobre ajudar o amigo, e pá mas ignora que na sala tem quatro negos que falam abertamento sobre suicídio e trata mal pra caralho o colega clinicamente diagnosticado com depressão vão se foder",https://twitter.com/feyden_e/status/940767930870050816
2305,gilsuu,"Boa tarde , mas só quem vai pro psicologo e é diagnosticado com depressão",https://twitter.com/Gilsuu/status/940666169106804742
2307,ohboynick,6- Eu sou diagnosticado com depressao e transtorno de personalidade borderline,https://twitter.com/ohboynick/status/939552525350514695
2308,orodgomes,"Por mais que você já sinta, ser diagnosticado com depressão tem um peso muito bizarro",https://twitter.com/orodgomes/status/938587421272354816
2309,tarcilio_melo,"nem 3 semanas e outro amigo eh diagnosticado com depressao, pqp",https://twitter.com/tarcilio_melo/status/937820597912068096
2310,valdirostetti,"Exatamente a 4 meses atrás, eu fui diagnosticado com depressão, eu me lembro que eu fiquei 3 semanas sem comer, perdi 17 quilos nesse período, eu saia da escola, me trancava no quarto e ficava chorando lá",https://twitter.com/valdirostetti/status/937705062314467328
2311,pettesampson,"Até que ficou inviável né, mas em 2014 voltei a fazer por estar mal, já no meu convênio que cobre o tratamento, e foi aí que fui diagnosticado com depressão e ansiedade, mas ainda gastei pra caramba com os remédios que foram receitados.",https://twitter.com/pettesampson/status/937508433351315456
2313,jameswilkerrr,"Quando fui diagnosticado com Depressão, foram 247 ""amigos (as)"" que me abordaram de alguma forma e me deram boas palavras e conforto, já hoje, nem consigo completar a mão direita, o que me entristece muito, muito mesmo.",https://twitter.com/JamesWilkerrr/status/936792261513297920
2314,leovinicius_rj,Fui diagnosticado com depressão severa. E parece q a cada dia mais só piora. Meu aniversário é dia 10 agora e eu só consigo pensar que n era pra eu estar vivo mais. Sou um fracasso #AcheUmOuvinte,https://twitter.com/leovinicius_rj/status/936767433339228160
2315,natanaelewu,Fui oficialmente diagnosticado com depressão. E agora estou parando para analisar o caminho que tive pra chegar até aqui. É foda.,https://twitter.com/natanaelewu/status/936652079266922496
2316,chatiagu,"No meu momento mais debilitado, diagnosticado com depressão e outros transtornos... Quem eu considerava melhor amigo simplesmente se afasta por achar frescura, show, desnecessário. Esse é um momento pra encarar tudo sozinho, é o melhor a se fazer.",https://twitter.com/chatiagu/status/936247132046221312
2318,luscatks,Pensando em Quitar nao aguento mais Essa vida fui diagnosticado  com depressão e tipo nunca sou reconhecido por ngn sou muito fã da laura mais ela nunca vai fala cmg vou e me cortar de volta msm @androideira_br,https://twitter.com/LuscaTKS/status/935697659175849985
2319,lukraq,Uma coisa é tu ter sérios problemas mentais e ser diagnosticado com depressão  Uma outra completamente diferente é você falar que vai se cortar só pq seu pai não deixou vc sair no fds,https://twitter.com/lukraq/status/935304922895208448
2321,gramich,"Sou estudante de engenharia química, já cursei e passei por 4 cálculos diferencial e integral, e fui diagnosticado com depressão. É necessário saber regra de três? #SuaPiadaMata pic.twitter.com/yq72IAtq7V",https://twitter.com/gramich/status/934573450672435201
2324,luscatks,Hj Cheguei da Escola fui Ne Um Posto hospital seila com minha mae e a medica falou que fui diagnósticado Com Depressão @androideira_br,https://twitter.com/LuscaTKS/status/933459669166837765
2327,j_sacarose,"Em resumo, cheguei em um ponto onde pensei se realmente valia a pena viver (centenas de vezes), fui diagnosticado com depressão e ansiedade, mas as coisas positivas não me faz querer apagar esse ano da memória",https://twitter.com/J_Sacarose/status/933062730222891008
2328,vxtxrm,"Vocês não sabem mas tipo 1 ano atrás eu fui diagnosticado com depressão, essa merda é séria para de brincar com doença arrombado",https://twitter.com/vxtxrm/status/932775515110477825
2329,ixcofz,"caralho, lek, fui diagnosticado com depressão e um possivel tdah, to muito frustrado, mas ao mesmo tempo muito aliviado por ter uma resposta pros meus problemas, agora foco no tratamento",https://twitter.com/Ixcofz/status/932690313759678464
2331,geisinhaps,"Em nossos dias não é diferente, veja bem, se um grande homem de Deus como Elias que realizou obras fantásticas em sua época se sentiu fraco e com medo (quem sabe hoje fosse diagnosticado com depressão...) o que diremos de nós?",https://twitter.com/GeisinhaPS/status/932026213165621248
2332,eduardotoper,diagnosticado com depressão,https://twitter.com/Eduardotoper/status/931655553012633600
2333,diogo_anache,"Pois é kkkkk mas é possível que ele saia tb, uns meses atrás entre tinha sido diagnosticado com depressão",https://twitter.com/diogo_anache/status/931522997915176960
2334,eaeleandrof,"Nesse momento me sinto sem o chão. Não sei o que fazer, que passo dar. Ser diagnosticado com depressão é uma situação difícil de lidar. Ouvir as palavras do psicólogo me deixaram sem voz e ao mesmo tempo querendo gritar forte. O que eu faço #socorro 😔 pic.twitter.com/gPaP6h5pmI",https://twitter.com/eaeleandrof/status/930813485147189248
2335,rafa_ellima,fui diagnosticado com depressão,https://twitter.com/rafa_ellima/status/930551028965150720
2337,lucasdclopes,"Isso aí é real e tem que prestar atenção. Já fui diagnosticado com depressão, depois de um tempo de tratamento sem resultados fui em outro médico. Pediu exame de sangue, deu deficiência de vitamina D, passei a tomar a vitamina e todos os sintomas sumiram após poucos meses.",https://twitter.com/lucasdclopes/status/929896636494606337
2338,gsjr_07,Sai pra fazer uns exames e fui diagnosticado com depressão pós-Enem,https://twitter.com/GSJR_07/status/929780786374561796
2339,andrenizando,"Fui diagnosticado com depressão e me passado um anti-depressivo. Essa semana vai ser a primeira semana com a droga, e vai ser bem difícil :(",https://twitter.com/andrenizando/status/929503174389567488
2340,edkkkkkkkkk,Quase uma década q fui diagnosticado com depressão e às vezes ainda não sei lidar com ela,https://twitter.com/edkkkkkkkkk/status/929368129247043584
2343,helmorto,pq vc paga de pseudodepressivo no twitter? — pq sou diagnosticado com depressão seu palhaço se t...  https://curiouscat.me/HelmerHelmerHelmer/post/231628379?t=1510169629 …,https://twitter.com/helmorto/status/928344830434054146
2344,falksru,Fui diagnosticado com depressão ansiosa kkk,https://twitter.com/falksru/status/928332096451633152
2346,_israelcarlos,"2017. Estou triste, fui deixado, diagnosticado com depressão, meu time ta na C, quase álcoolatra e sem saber oq fazer mais da vida.",https://twitter.com/_israelcarlos/status/926958559962779649
2347,jedyclon,"Trabalho feito um trator, e hj fui diagnosticado com depressão. Pela dra. Márcia. Falta do q fazer? Sério? Se não quer ajudar cala a boca!",https://twitter.com/JedyClon/status/926877830109069315
2349,umseraiqualquer,"Em 2010 eu tinha pensando de q era ""falta doq fazer"" em 2013 fui diagnosticado com depressão, desde então comecei a entender mais e mudar tb",https://twitter.com/UmSerAiQualquer/status/926320324177813504
2350,posteandante,Kkkkkkk mas eu já fui diagnosticado com depressão. Tomava até remédio. Só não saio por aí gritando pro mundo,https://twitter.com/PosteAndante/status/924813501578833920
2352,_heifil,"A pior parte de ser diagnosticado com depressão, é ter vontade de sumir sempre !!",https://twitter.com/_Heifil/status/924421352597188610
2353,du4mel,quanta hipocrisia achar que é hipocrisia alguém que só pq n é diagnosticado com depressao nao pode ficar triste.,https://twitter.com/du4mel/status/924209856852234240
2355,deborasch,"A mesma que disse que o aluno diagnosticado com depressão era ""muito esquisito"" porque ele não falava com ninguém.",https://twitter.com/deborasch/status/923529825574424576
2356,diogogc_,"Não sei se será bem assim. O gajo alemão do avião, por exemplo, estava diagnosticado com depressão",https://twitter.com/diogogc_/status/923229086591475718
2357,mari_fariac,"espero que você nunca seja diagnosticado com depressão, só quem tem/teve sabe o quanto é ruim e o quanto dói ouvir q é ""frescura""",https://twitter.com/mari_fariac/status/921817832479961088
2358,roodrigoxwz,"Recentemente fui diagnosticado com depressão, crise de ansiedade e me receitaram um tarja preta. Não vou tomar porra nenhuma!",https://twitter.com/roodrigoxwz/status/921337743334084608
2361,fagunda0,"Eu fui diagnosticado com depressão há pouco tempo, poucos sabem.",https://twitter.com/fagunda0/status/920845042352361472
2365,heduardinhoo,Oq fazer qndo vc é diagnosticado com depressão?,https://twitter.com/Heduardinhoo/status/920450297155211265
2366,onlyvinii,"A gente começa o dia como, sendo diagnosticado com depressão leve",https://twitter.com/onlyvinii/status/920305226057383936
2367,samesquitareal,Que ele havia sido diagnósticado com depressão . 😡,https://twitter.com/samesquitareal/status/920301084681351168
2369,leejaeminp,"Se o Hoseok estivesse sido diagnósticado com depressão Iihhhh... trás um caixão pra eu já poder morrer, porque tá feio o negócio",https://twitter.com/LeeJaeMinP/status/919835357331550208
2370,yoonseok_br,QUEM TA ESPALHANDO QUE O HOSEOK FOI DIAGNÓSTICADO COM DEPRESSÃO? QUEM TA INVENTANDO ESSA MERDA?,https://twitter.com/yoonseok_br/status/919731135235715072
2374,bts_for_ilusao,"Ñ sei de onde vcs tiram essas coisas, mas...  HOSEOK NÃO FOI DIAGNOSTICADO COM DEPRESSÃO ELE NÃO ESTA AFASTADO NÃO ESPALHEM NOTÍCIAS FAKES",https://twitter.com/bts_for_ilusao/status/919722439365611522
2375,magic_carstairs,"NÃO ACREDITEM NESSE HISTÓRIA DE CAROCHINHA DE QUE O HOSEOK FOI DIAGNOSTICADO COM DEPRESSÃO, QUEM TÁ INVENTANDO ISSO É PRA TIRAR O NOSSO FOCO",https://twitter.com/magic_carstairs/status/919718147153973248
2386,joaovictorct_,"Se eu nao for diagnosticado com depressão segunda feira, vai passar bem perto",https://twitter.com/joaovictorct_/status/916494951072124928
2389,julliane,"Ser diagnosticado com depressão é perceber que está em queda livre durante a queda. O pior é que isso não cessa o cair, só reforça o pavor.",https://twitter.com/julliane/status/915773526711373824
2390,_derico_,RT @_burrog fui diagnosticado com depressão pelo Dr. Delta Mike,https://twitter.com/_derico_/status/915703624805822464
2392,p_dundes,"Nunca entendo minhas neuras e incertezas, mas daí lembro que minha mãe me tirou da psicóloga quando eu fui diagnosticado com depressão  pic.twitter.com/TK2VYfd4Tw",https://twitter.com/P_dundes/status/914925460479496195
2396,bot1nigga,"2 anos atrás eu falei, eu avisei mas era só drama de adolescente hoje eu fui diagnosticado com depressão",https://twitter.com/bot1nigga/status/913046782376071169
2398,hermesjr16,Mais um amigo diagnosticado com depressão. Cara ainda acham que é mimimi. Essa doença é uma merda !,https://twitter.com/HermesJr16/status/912068571504791552
2400,misterbraupera,"eu acho uma loucura ser diagnosticado com depressão. Tanto tempo vivi dando outros nomes a isso, e na real mesmo eu nem sabia",https://twitter.com/misterbraupera/status/911567840955822081
2412,vemfutebol,"Diagnosticado com depressão, atacante suspende contrato com o Santos  http://fb.me/2EaRDsBlZ ",https://twitter.com/vemfutebol/status/909828140062478336
2413,nabocadogolsan,"Diagnosticado com depressão, atacante suspende contrato com o Santos  https://goo.gl/fb/DLW93J  #Santos",https://twitter.com/NaBocaDoGolSAN/status/909562824912986112
2414,sitedaboa,"Diagnosticado com depressão, atacante suspende contrato com o Santos Leia mais:...  http://fb.me/9cfSUz3y7 ",https://twitter.com/sitedaboa/status/909557401262493697
2424,debora_garbin,Foi diagnosticado com depressão e teve o contrato suspeito no Santos,https://twitter.com/debora_garbin/status/909426898832371712
2430,vanessaariaas,Foi diagnosticado com depressão 😔,https://twitter.com/vanessaariaas/status/909272582347739137
2436,padddilha,Foi diagnosticado com depressão e o clube rescindiu o contrato,https://twitter.com/padddilha/status/909238533017260032
2453,dnielcso,diagnosticado com depressao?  existe isso?  https://twitter.com/InfosFuteboI/status/909194889841319936 …,https://twitter.com/dnielcso/status/909202273196224512
2469,_caain,"Diagnosticado com depressão, nao deve jogar mais em 2017. Teve o contrato suspenso",https://twitter.com/_caain/status/909187539487137792
2484,sfcmateus_,Foi diagnosticado com depressão,https://twitter.com/sfcmateus_/status/909180445635510273
2500,victorgxg,Victor é diagnosticado com depressão e desfalcará o bolivar por tempo indeterminado  https://twitter.com/HTE__Sports/status/909167171409981440 …,https://twitter.com/victorgxg/status/909167755928186880
2507,pandatomico,Às vezes me dá um medo de ser diagnosticado com depressão aqui no Japão. Meu japonês do dia-a-dia ñ é suficiente ainda pra ter ir no médico.,https://twitter.com/Pandatomico/status/909107135551696902
2508,srroger1_,"o que eu queria era ficar sozinho aqui em casa, não fico desde que fui diagnosticado com depressão.",https://twitter.com/SrRoger1_/status/908755105905864704
2509,osmarfraga,"Sem dinheiro, miga. E fui diagnosticado com depressão. :(",https://twitter.com/OsmarFraga/status/908471042884161542
2510,mvfs314,"Ontem fui, de fato, diagnosticado com depressão moderada.",https://twitter.com/mvfs314/status/907696189600038912
2513,thiagobcastro7,"Hoje atendi um paciente de 19 anos, diagnosticado com depressão, em crise. Foi tão triste ver aquele rapaz naquela situação 😔",https://twitter.com/ThiagoBCastro7/status/904877676997042177
2514,limamich7,"Qnd eu fui no psicólogo do trabalho, me recomendou um remédio pra ansiedade.. qnd eu era criança fui diagnosticado com depressão e agr isso",https://twitter.com/LimaMich7/status/904804359149670403
2515,immpetus,fui diagnosticado com depressão desde meus 14 anos,https://twitter.com/immpetus/status/903709090181984258
2517,mathdasguitarra,"eu tenho medo de fazer terapia é ser diagnosticado com depressão e ter que tomar remédio, e depois não conseguir viver sem remédio",https://twitter.com/mathdasguitarra/status/902740215839825920
2521,ryuunomon,"Com 18 anos fui diagnosticado com depressão profunda, a qual controlo com medicação Mas agora, com síndrome do pânico, eu conheci o inferno",https://twitter.com/ryuunomon/status/902230836757405697
2523,henriquescastr,Fui diagnosticado com depressão,https://twitter.com/HenriquesCastr/status/900880140682637312
2524,ericksevv,diagnosticado com depressao com sucesso tmj fml,https://twitter.com/ericksevv/status/900407538750980099
2525,_dkrs,"Graças a um amigo do curso técnico, fui a um psicólogo e aos 13 anos fui diagnosticado com depressão. Bem tabu na época...",https://twitter.com/_dkrs/status/900239058114367488
2528,gugusb73,Eu tirei: auto-diagnosticado com depressão & ansiedade™! E você? Qual esteriotipo de adolescente internet você é?  http://fb.me/1AVkxg0hF ,https://twitter.com/gugusb73/status/897847536496427008
2532,soutrist,"""auto-diagnosticado com depressão e ansiedade"" kkkkkkkaijesus",https://twitter.com/soutrist/status/896860397986349061
2535,boobitchkraft,eu fui diagnosticado com depressao por um quiz do buzzfeed,https://twitter.com/BooBitchkraft/status/894631539996323841
2536,munlaitoo,Quando fui diagnosticado com depressão não fazia ideia da gravidade da situação e fui desleixado,https://twitter.com/munlaitoo/status/893275494606528515
2538,bizzomatheus0,"E todo mundo que é diagnosticado com depressão pode ter ""só tristeza"", nem toda bad é um surto depressivo",https://twitter.com/BizzoMatheus0/status/892240929691709440
2539,lazarohcm,Fui diagnosticado com depressão pelo @google pic.twitter.com/uvD3BmZ9Ga,https://twitter.com/lazarohcm/status/892104869842169857
2540,ayyuhana,57- Fui diagnosticado com depressão quando era muito nova e desde então já troquei de psicólogo e psiquiatra milhares de vezes,https://twitter.com/ayyuhana/status/892012855914102785
2543,bsarmentodaniel,"Nunca quero ser diagnosticado com depressão, quero isso bem longe de mim",https://twitter.com/bsarmentodaniel/status/890105714034843649
2544,surian,"Eu tive uma época da minha vida que eu fiquei muito mal, até magia negra procurei, fui diagnosticado com depressão na época.",https://twitter.com/surian/status/889597592295886851
2546,naoalef,"larguei a faculdade, fui diagnosticado com depressão, descobri um tumor, de verdade eu não achei que teria força pra tocar minha vida",https://twitter.com/naoalef/status/889539066580148226
2549,matheusc333,Fui diagnosticado com depressão dps do primeiro split de 2016,https://twitter.com/matheusC333/status/889321573932560384
2550,caxansacarai,"Eu acho que vou ser diagnosticado com depressão, é sério",https://twitter.com/CaxansaCarai/status/888599448208756736
2553,guxlhxrme,"""Diagnosticado com depressão a 3 anos, nunca se curou""",https://twitter.com/Guxlhxrme/status/888146303204589569
2554,noe_souzaa,eu por exemplo não fui diagnosticado com depressão mas ja teve horas que por um triz eu nn fiz merda...,https://twitter.com/noe_souzaa/status/888133029331431428
2555,red_righthand,"Cara, eu sou diagnosticado com depressão e não minto que o pensamento passa pela cabeça e é reconfortante",https://twitter.com/red_righthand/status/888110812702793728
2561,tallesreal,"Diagnosticado com depressão, acima do peso, trabalhando 12h por dia e +umas hrs nos finais de semana. Vida que segue.",https://twitter.com/tallesreal/status/885674249654030338
2562,vraufael,to sentindo que hoje serei diagnosticado com depressão,https://twitter.com/vraufael/status/884143326953431040
2565,jairo_a_vaca,"(e sim, eu fui diagnosticado com depressão em 2015)",https://twitter.com/jairo_a_vaca/status/882354619229327361
2570,thephantompaiin,fui diagnosticado com depressão ??????????????????????????????????,https://twitter.com/thephantompaiin/status/880298478647291904
2571,afonso_st,"Vocês sentem medo de ir num psicólogo e acabar sendo diagnosticado com depressão? Parece irônico pra quem quer ser psiquiatra, mas eu tenho",https://twitter.com/Afonso_st/status/879954279448141825
2573,mais24h,"Ainda me lembro de quando fui diagnosticado com depressão, quis ajuda, quis superar mas como?",https://twitter.com/Mais24h/status/879385478184751105
2575,bau_meu,nunca fui diagnosticado com depressao. mas 14~15anos eram tao ruins quanto o que ta acontecendo hoje; de novo,https://twitter.com/bau_meu/status/878782809044856832
2577,johnsantanna,"Em 2015 fui diagnosticado com depressão, fiz terapia e superei muita coisa. Mas há três dias tô com as mesmas sensações do início de tudo 😫",https://twitter.com/johnsantanna/status/878455371198844928
2580,sergio_andrad3,Ygor do futuro viu que hoje fui diagnosticado com depressão e tomei meu primeiro diazepan e olha... QUE BRISA Não usem gente é horrível,https://twitter.com/sergio_andrad3/status/878142573914750976
2586,capmrvei,BOYD SEU BABACA IDIOTA DO CARALHO SIN QUER TE FALAR QUE TEVE MAIS UM SURTO E FOI DIAGNOSTICADO COM DEPRESSÃO E OLHA O QUE VOCÊ TA PENSANDO  pic.twitter.com/Qd1B5xkucH,https://twitter.com/capmrveI/status/876618596121804801
2591,mrmilhouse,"""melhorou daquelas coisas que você tava tendo?"" ""Fisicamente sim, mas fui diagnosticado com depressão"" ""...""",https://twitter.com/MRMilhouse/status/876045904976982017
2592,karlalovato5h,Meu melhor amigo acabo de me dá a notícia de q foi diagnósticado com depressão,https://twitter.com/karlalovato5h/status/875835325461012481
2605,thedeco,Fui diagnosticado com depressao aos 17 anos mas sei que tenho isso desde os 13 e hoje com 21 sinto que isso tá cada vez mais indo embora,https://twitter.com/thedeco/status/874450861233229824
2606,selebloom,não acredito que fui diagnosticado com depressão,https://twitter.com/selebloom/status/874359412735062018
2607,caioken__,"e no final das contas, muitas músicas da UDR são isso. Eu sou diagnosticado com depressão grave, mas adoro, e me sinto incluído pelo +",https://twitter.com/caioken__/status/874302399376240641
2608,luizmelodiario,"Repouso Diagnosticado com depressão, Geovani Borges teve que se ausentar da lida diurna do grupo Beija Flor,...  http://fb.me/1oY4zKOb1 ",https://twitter.com/luizmelodiario/status/873708818882023424
2611,shernobil,Diagnosticado com depressão /:,https://twitter.com/shernobil/status/871936767896768512
2612,maxkko,por isso eu fui diagnosticado com depressão aguda — Corolho cuzao  https://curiouscat.me/Maxissimamente/post/154404671?t=1496697910 …,https://twitter.com/maxkko/status/871840343813173249
2613,yandrereal,"@vascodagama eu já tenho transtorno de personalidade, e fui diagnosticado com depressão estágio 2.  Ou você ganha, ou -1 vascaíno vivo...",https://twitter.com/yandrereal/status/871432936549208065
2615,mussurique,Diagnosticado com Depressão e Ansiedade,https://twitter.com/mussurique/status/870399252786106368
2616,edmundtimmins,"Plínio disse em 2010 que o Serra era hipocondríaco porque só fala de saúde... e olha lá, diagnosticado com depressão.",https://twitter.com/EdmundTimmins/status/869993212907094017
2618,alicearnoldi,Vocês não imaginam o desespero que é ser diagnosticado com depressão e ouvir casos de pessoas que lutam contra a doença há mais de 10 anos,https://twitter.com/alicearnoldi/status/868620764903337985
2620,_delirivm_,"mas b, eu fui diagnosticado com depressão long as fuckin time ago, mas hoje lendo essas coisa de internet eu me identifico mais com o que+",https://twitter.com/_delirivm_/status/867444139759202307
2621,yan_lsd,"Olha que legal, fui diagnosticado com depressão profunda !",https://twitter.com/YAN_LSD/status/867121145530765320
