,username,tweet,link
256,_corninha,"oi, eu sou uma pessoa ansiosa e tudo o que faço tem um reflexo nisso. tenho diagnóstico de depressão com ansiedade, distúrbios alimentares (anorexia/bulimia). quase ninguém sabe, mas isso me devora por dentro, dói, corrói, destrói.",https://twitter.com/_corninha/status/1083919783375048704
263,lilithhhh02,"Mano, meus pais acham que EU ARRUMO PROBLEMA PRA MIM. Eu tenho diagnóstico de depressão, a neuro passou exames e eles nem se quer me levaram pra fazer. Nunca foram falar com a minha psicóloga.",https://twitter.com/lilithhhh02/status/1080563219520020480
306,heeyyjaay,"Desde os meus oito anos eu tenho diagnóstico de depressão, lá pelos 15 foi reforçado. Um ano atrás, aos 23 anos recebi o primeiro de três diagnósticos de bipolaridade. Eu sempre achei que quando eu soubesse qual o meu problema seria mais fácil de lidar com ele. Não é.",https://twitter.com/heeyyjaay/status/1067126304527564803
347,itzypreach,"eu: *tenho diagnóstico de depressão, fobia social e ansiedade além de precisar urgentemente de ajuda psiquiátrica*  meus pais: você tá fazendo isso só pra ficar no celular",https://twitter.com/itzypreach/status/1052280549073739776
365,reblgrrrl,"Eu tenho diagnóstico de depressão desde os 10 anos de idade.  A ansiedade me pegou no ensino médio e nunca mais me deixou. Hoje ela é o que ocupa mais espaço.  Em 2016 meu quadro de depressão, crise de pânico e ansiedade era tão grande que consideraram borderline.",https://twitter.com/reblgrrrl/status/1045521821150441473
380,vitorianott,cê tem esse estudo ainda? fiquei interessada (tenho diagnóstico de depressão e tempos de crise = maratonar série),https://twitter.com/vitorianott/status/1039731792780189696
397,girlmeetsevilxx,"Vou resumir aqui e depois explico detalhado, eu tenho diagnóstico de: depressão profunda e ansiedade. Também pra “ajudar” eu tenho autoestima extremamente baixa e total falta de otimismo. #YellowLove pic.twitter.com/j5nV9dfg9C",https://twitter.com/girlmeetsevilxx/status/1035962642127564803
417,jutripode,Gostei dos entendidos ali que falam que rotina e sol e academia é solução eu fazia tudo isso e ainda faço  e pasmem tenho diagnóstico de depressão.  Amiga eu adorei seus xingamentos vou usar todos hahahahahaahaha.,https://twitter.com/jutripode/status/1031660133909254149
455,arianabuterflly,"Uma garota racista começou a me atacar porque eu elogiei a foto de uma artista que ela não gosta, então pra evitar discussão, eu reclamei com ela na DM e a mesma divulgou a conversa me ridicularizando. Eu tenho diagnóstico de depressão e isso está me fazendo péssima.",https://twitter.com/arianabuterflly/status/1016072670633496576
473,jbeatrizj,"não é só dos outros não, porque eu tenho diagnóstico de depressão há muito tempo e sei o quanto isso caga na minha vida e não, eu não sou - e não devo me sentir - culpada por isso, nem achar que é só preguiça, frescura, ou muleta :)",https://twitter.com/jbeatrizj/status/1009094238242516995
495,illumin4ty,"eu tenho diagnóstico de depressão e ansiedade tem mais de dois anos. meus pais presenciaram uma crise pela primeira vez há duas semanas. foi horrível e eu me senti envergonhada, mas hoje eles tratam a situação de outra maneira e isso tá sendo tão bom que nossa!",https://twitter.com/illumin4ty/status/998770305886752769
566,saravalle,"""Ah mas vc não se sentiu tocada pelo vídeo da Jout Jout pq se sente completa""... Migo, eu tenho diagnóstico de depressão e se tem uma coisa que não me sinto é completa. Simplesmente não consigo me emocionar com o óbvio.",https://twitter.com/saravalle/status/967072490781634561
596,garotadocorte,diferente de muitos daqui eu tenho diagnóstico de DEPRESSÃO,https://twitter.com/garotadocorte/status/953000278449639425
600,lolaaacr,"Caramba! Suicídio nunca pensei, mas já desejei a morte... Pois é, tenho diagnóstico de depressão refratária, desde 2010, mas os sintomas sinto desde 2006. Pra sair de casa, por exemplo, é um parto!",https://twitter.com/lolaaacr/status/949384279129239552
609,nocturne_0309,"Sim sim, mas como eu disse, nem todo mundo é assim.  Eu tenho diagnóstico de depressão e nunca pensei em suicídio. Isso varia de pessoa pra pessoa, mas é mais comum sim que tenha o pensamento.  Mas não podemos generalizar também. Cada caso é um caso.",https://twitter.com/nocturne_0309/status/943465600554283009
620,zrichardcruz,Nmrl vsf tenho mt espinha na cara ae o único remédio q iria me ajudar a melhorar isso n posso tomar pq tenho diagnóstico de depressão,https://twitter.com/zRichardCruz/status/939186480358084614
621,blackbbearr,"eu tenho diagnóstico de depressão, já tive crises de pânico, sei quão hard é tudo isso",https://twitter.com/blackbbearr/status/939125047897280512
658,quixoticc_,Eu tenho diagnóstico de depressão há dois anos. Com o tempo aprendi a conviver com ela e a cada crise aprendo mais um pouco a lidar.,https://twitter.com/quixoticc_/status/920099980521635842
667,viczsz,e eu tenho diagnostico de depressao e tomo remedios,https://twitter.com/viczsz/status/914329587957604353
760,iwoman_,Eu tenho diagnóstico de depressão profunda desde os 8 anos mas minha mãe so deixou eu me tratar depois que fiz 18 anos,https://twitter.com/iwoman_/status/864283177506004992
792,camilaantonioli,Eu tenho diagnóstico de depressão desde os 11 anos. Passei minha adolescência e quase toda minha vida convivendo com essa doença. (...),https://twitter.com/CamilaAntonioli/status/851036422677168128
822,idiesad,eu tenho diagnóstico de depressão e mano ontem e hj ta sendo um dia q parece q eu não tenho isso e eu sei q isso ja aconteceu e era mentira,https://twitter.com/idiesad/status/826610271397539840
926,mothclaws,"@Kylomein eu tenho diagnostico de depressao profunda desde os 11, msm assim nao desisti ela vai passar, mas pra isso voce tem que tentar",https://twitter.com/mothclaws/status/715652728337383424
1027,soledyva,"Momento Real: Olá, sou Soledad Cifuentes e faz um bom tempo que tenho diagnóstico de depressão, causada por estress pós-traumático (+)",https://twitter.com/SoleDYVA/status/627465765206233088
1101,lachnoise,"como assim eu tenho diagnóstico de depressão e não sabia, que absurdo",https://twitter.com/lachnoise/status/537284067465895936
1206,bicicreta,"@SeuAssis @Jota_Bosco então, TPM é meio que comum, mas como eu tenho diagnostico de depressão juntava tudo e ficava uma bosta. A oscilação",https://twitter.com/bicicreta/status/391654893951668225
1240,indercover,"#confissoesdamadrugada tenho diagnostico de depressao, mas nunca contei pra ngm so pra familia",https://twitter.com/indercover/status/365673742245969921
1309,anotherbecks,#100thingsaboutme 84. tenho diagnostico de depressão e ansiedade.,https://twitter.com/anotherbecks/status/220320750924599296
113,meifiori,"A 1a vez q recebi diagnóstico de depressão eu solene e arrogantemente ignorei. Não era possível, sabe? Minha vida só melhorava, eu trabalhava com coisas cada vez melhores, ganhando mais, tava namorando, viajando, mto mais saudável fisicamente, cheia de plans pro futuro... Pifei",https://twitter.com/meIfiori/status/1119529109770702848
159,cinesuffragette,"Sim! Fui diagnosticada com Asperger só aos 24 anos, sendo que desconfiava desde os 17. Nesse meio tempo, recebi diagnóstico de depressão e fobia social, mesmo sabendo que não era bem isso. Um diagnóstico mais cedo mudaria TANTA coisa!",https://twitter.com/CineSuffragette/status/1108513468875972608
239,egiacchinr,"11- tive acompanhamento psicológico minha infância inteira, recebi diagnóstico de depressão com 14 anos, mas ngm nunca deu bola, com 17 aconteceu uma série de episódios na minha vida que me afundaram completamente, fiz tratamento e hj graças a deus estou mt bem",https://twitter.com/egiacchinr/status/1086090728521060352
506,juliadsj,"em 2018 eu: engordei e emagreci pra caralho (valeu bulimia) sai do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu passei meu aniversário sozinha e no último ano do médio vou ser obrigada a parar com a escola",https://twitter.com/juliadsj/status/993491549978849280
507,jufat2,"em 2018 eu: engordei pra caralho fui obrigada a sair do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu e no último ano do ensino médio vou ser obrigada a parar com a escola",https://twitter.com/jufat2/status/993490027882713088
556,insideanndout,"recebi diagnóstico de depressão no início de 2016, tomei um bocado de remédio e nada funcionava, fui em psicólogo e nada  em dezembro de 2018 nos ligamos que os quadros depressivos eram por causa da carência de b12, tô suplementando desde então e sou outra pessoa",https://twitter.com/insideanndout/status/972491209070522369
662,cielodefan,"essa é nina, ganhei da amiga de mamãe quando recebi diagnóstico de depressão, foi doada depois dos irmãos 🐕 morrerem #posteseuviralata pic.twitter.com/pDoA3u1Gj6",https://twitter.com/cielodefan/status/916381080885911552
1351,alex__alvares,"@myzinhaquiribam voa voa perfeito, mais comigo nada bem My. acabei de chegar do médico. recebi diagnóstico de Depressão profunda",https://twitter.com/Alex__Alvares/status/103178485333377025
42,mariaclaradazzi,"Caralho mano recebi o diagnóstico de depressão hoje. Sinceramente, não aguento mais nada",https://twitter.com/mariaclaradazzi/status/1133503557070741506
105,agabrielepp,"nós últimos dias vi muita gente que quando contei que recebi o diagnóstico de depressão severa, publicar aquela coisinha de ""se tiver com isso pode me chamar, te quero vivo"" isso é pura idiotice, porque fui a prova de que vocês só sabem falar ""é só vc sair"" ""vc nem tenta"" ++",https://twitter.com/agabrielepp/status/1121048803577090048
160,toxic97_,dps q eu recebi o diagnóstico de depressão e fui encaminhada pra um psicólogo eu nunca cheguei a ir mesmo,https://twitter.com/toxic97_/status/1108475211442204673
161,joleaduarte,"Ontem eu tive uma crise na escola. Na frente de todos. Em setembro de 2017 eu recebi o diagnóstico de depressão atípica. As vezes cansa ser forte, fingir ser feliz, lutar para continuar de pé, cansa viver.",https://twitter.com/JoleaDuarte/status/1108338440859463680
226,capetao_obvio,"13. Eu recebi o diagnóstico de depressão grave com sintomas psicóticos quando tinha 12 anos, não levantava da cama, não comia, não tomava banho, basicamente eu não conseguia me mexer, pra fazer algo eu tinha que me arrastar ou me apoiar nas paredes",https://twitter.com/capetao_obvio/status/1090155569216925698
238,marianadiasf,minha família tá estranha porque eles não sabem como lidar agora que finalmente recebi o diagnóstico de depressão  e é estranho pra mim que passei anos achando que tinha mas não pudendo buscar tratamento e agora finalmente tá acontecendo e eu me sinto mais perdida do que nunca,https://twitter.com/marianadiasf/status/1086401802935910400
299,mirrrnakeller,"alguns anos atrás eu recebi o diagnóstico de depressão e ansiedade, tem dias e épocas q são mais difíceis mas nessa caminhada conheci profissionais maravilhosos q me inspiram e têm me ajudado a cuidar dos meus sentimentos e dores",https://twitter.com/mirrrnakeller/status/1068049189496651776
318,guilhaski,"Recebi diagnóstico de depressão há 9 anos e sinto uma falta absurda de discussão pública sobre o assunto. Quando recebi o diagnóstico, chorei por horas por achar que era fraqueza minha; fruto da falta de conversa sobre o assunto.",https://twitter.com/guilhaski/status/1061381384437198848
332,anacaroliiinah,"Eu já sabia e tudo mais, mas estou catatônica. Eu não me sentia tão desmotivada a continuar sem enxergar sentido em nada desde meados de 2016 que foi quando recebi o diagnóstico de depressão",https://twitter.com/AnaCaroliiinah/status/1056748222734090240
346,myllagre,"eu estava assim aí recebi o diagnóstico de depressão  vá em um médico, peça exames pra checar as vitaminas e tal (pode ser vitamina D baixa... Ou falta de melatonina)",https://twitter.com/myllagre/status/1052324810934628352
447,amandeusaa,"Depois que recebi o diagnóstico de depressão, eu só consigo pensar em como eu deixei chegar a esse ponto.",https://twitter.com/amandeusaa/status/1019374611421593602
471,hypedboi_,"um dia desses, eu recebi o diagnóstico de depressão e desformismo corporal, e quando me abri com uma amiga, isso foi oq eu recebi:  pic.twitter.com/TRXc8Yqp3B",https://twitter.com/hypedboi_/status/1010705229015322625
505,baerkbyun,"Ata, vcs devem estar pensando “ o que sua mãe tem a ver com isso?” Simples, contei tudo a minha mãe e pro meu pai.. um maldito tenente, eles ignoraram, fui a psicólogos e recebi o diagnóstico de depressão grave",https://twitter.com/baerkbyun/status/995835691505512448
705,ladymess2,"eu recebi o diagnóstico de depressão faz pouco tempo, vcs tem me ajudado muito com as postagens... de todas as maneiras! muito obrigada ❤",https://twitter.com/ladymess2/status/904135470262648833
841,purpwsxoxo,quando eu recebi o diagnóstico de depressão e ansiedade eu fiquei decepcionad cmg msm e n aceitava ter isso pq na minha cabeça td mundo tinh,https://twitter.com/purpwsxoxo/status/801519888456097793
158,adiosmirna,"2013 comecei a me cortar, tive o primeiro diagnostico de depressão e 2015 fiquei 8 meses deitada em uma cama  https://twitter.com/vampmilgrau/status/1108732655137447936 …",https://twitter.com/adiosmirna/status/1108732955550203905
190,mirellafritas,"ele não teve diagnóstico de depressao, até hoje não se explica a questão da orelha cortada. a única coisa que é de certeza é que ele tomou tinta e solvente de tinta PRA SE MACHUCAR!!!!!!!!!!",https://twitter.com/mirellafritas/status/1099476465572298752
317,rolliiv,"Criei coragem e contei p meu pai sobre o meu diagnóstico de depressão e ansiedade e que tava fazendo tratamento c remédios e ele chorou falando que eu precisava de ajuda logo, foi de cortar o coração 😔",https://twitter.com/rolliiv/status/1061415094633070592
1180,milaspower,ouvindo when i was your man e sentindo os cortes nos meus pulsos sendo feitos e o diagnóstico de depressão na minha frente,https://twitter.com/milaspower/status/434438366650585088
1511,fome100pre,"O que vcs acham que é depressao? Vcs acham que a pessoa chora o temlo todp  se corta, tenta se matar OTEMPO TODO?  VOCÊS NÃO ACHAM QUE ELAS SABEM ESCONDER A TRISTEZA? OU ACHAM QUE PQ FOI DIAGNOSTICADO COM DEPRESSÃO É UMA REGRA NÃO PODER RIR OU SE DIVERTIR?  https://twitter.com/whindersson/status/1131677748601270273 …",https://twitter.com/Fome100pre/status/1132104701741342720
1589,guipintto,"8. 5 anos se passaram, por alguns motivos, fui embora para outro estado e decidi cortar a proposta de construir um vínculo com ele. No mesmo tempo que fui anos mais tarde diagnosticado com depressão (desencadeado por uma falta), meu pai  também estava em um quadro depressivo...",https://twitter.com/guipintto/status/1121128504689610761
1703,ocaduu,"Não sou muito de falar da minha vida... deu vontade de desabafar. Fui diagnosticado com depressão e síndrome do pânico (mais algumas coisas aí), não consigo pegar um ônibus sem minha mãe, corta cabelo, ficar sozinho em casa, etc. Não consigo tomar meus remédios por conta de um",https://twitter.com/Ocaduu/status/1100915860770865152
2185,lhieel,"Man, Fui diagnosticado com depressão, é tipo, bagulho sério mesmo, até comecei a me cortar ultimamente...  pic.twitter.com/bxCRFXGp3k",https://twitter.com/Lhieel/status/981358029626060805
2202,doremifucku,"-Ent,eu fui diagnosticado com depressão. -Quer um abraço?Você se corta?Toma remédio? Até quando Brasil?",https://twitter.com/Doremifucku/status/976588330086301697
2318,luscatks,Pensando em Quitar nao aguento mais Essa vida fui diagnosticado  com depressão e tipo nunca sou reconhecido por ngn sou muito fã da laura mais ela nunca vai fala cmg vou e me cortar de volta msm @androideira_br,https://twitter.com/LuscaTKS/status/935697659175849985
2319,lukraq,Uma coisa é tu ter sérios problemas mentais e ser diagnosticado com depressão  Uma outra completamente diferente é você falar que vai se cortar só pq seu pai não deixou vc sair no fds,https://twitter.com/lukraq/status/935304922895208448
